ENST00000592379 	ENST00000422514 ENST00000582736 ENST00000475608 ENST00000471152 ENST00000438478 	133 	619 21 6 6 19 	138 	619 21 6 6 19 	48 	51 51 51 51 51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	323 	3017 2918 2672 	323 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3477 	793 326 344 210 208 549 349 381 349 326 	3477 	793 326 344 210 208 549 349 381 349 326 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3471 	781 332 165 198 196 337 537 337 369 337 	3471 	781 332 165 198 196 337 537 337 369 337 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000307366 	ENST00000526546 	1163 	118 	1163 	118 	53 	53 
ENST00000514253 	ENST00000510019 	485 	189 	485 	197 	52 	43 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	121 80 	482 	121 80 	53 	53 53 
ENST00000534030 	ENST00000530320 	413 	558 	413 	558 	53 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	130 89 	443 	130 89 	53 	52 52 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	279 	186 196 241 	279 	186 196 241 	53 	53 53 53 
ENST00000592379 	ENST00000475608 	68 	6 	68 	6 	52 	52 
ENST00000592379 	ENST00000475608 	54 	36 	54 	36 	53 	52 
ENST00000526743 	ENST00000534706 	1870 	659 	1870 	659 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3046 2947 2701 	306 	3046 2947 2701 	306 	53 53 53 	53 
ENST00000526743 	ENST00000534706 	1870 	659 	1870 	659 	53 	53 
ENST00000494253 	ENST00000427469 ENST00000398958 	2793 	166 213 	2793 	166 213 	36 	39 39 
ENST00000592379 	ENST00000475608 	143 	6 	143 	6 	53 	52 
ENST00000339697 	ENST00000460192 ENST00000338639 	2589 	24 24 	2589 	24 24 	51 	31 31 
ENST00000314675 	ENST00000319041 	2078 	588 	2078 	588 	52 	53 
ENST00000314100 ENST00000481247 	ENST00000530985 ENST00000527628 ENST00000535422 ENST00000278903 ENST00000343678 	5045 5084 	1925 1624 1540 1737 1625 	5051 5090 	1925 1624 1540 1737 1625 	34 34 	53 53 53 53 53 
ENST00000273980 ENST00000300035 ENST00000377957 ENST00000526353 ENST00000574474 ENST00000472200 ENST00000334528 ENST00000371655 ENST00000556831 ENST00000225428 ENST00000366221 ENST00000333703 ENST00000606570 ENST00000293272 ENST00000366113 ENST00000463941 ENST00000520987 ENST00000396667 ENST00000556123 ENST00000409734 ENST00000504669 ENST00000476121 ENST00000305188 ENST00000506037 ENST00000301439 ENST00000360737 ENST00000446231 ENST00000565324 ENST00000389467 ENST00000592115 ENST00000334574 ENST00000557255 ENST00000438197 ENST00000408959 ENST00000399387 ENST00000491193 ENST00000603197 ENST00000605140 ENST00000605509 ENST00000426371 ENST00000605787 ENST00000459650 	ENST00000551670 	7194 1356 3642 3728 3721 2709 6676 1670 565 2738 892 4379 839 788 667 653 2340 11416 3871 1037 2946 1341 3759 411 1566 2142 13062 12319 13015 328 4302 3308 1600 1434 790 1281 788 667 653 983 538 1010 	1068 	7194 1356 3642 3728 3721 2709 6676 1670 565 2738 892 4379 839 788 667 653 2340 11416 3871 1037 2946 1341 3759 411 1566 2142 13062 12319 13015 328 4302 3308 1600 1434 790 1281 788 667 653 983 538 1010 	1068 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3490 	813 346 369 364 370 371 569 369 401 369 346 	3490 	813 346 369 364 370 371 569 369 401 369 346 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000517577 	3743 	227 	3743 	227 	52 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	79 22 	365 	79 22 	51 	51 51 
ENST00000448322 ENST00000531806 ENST00000529253 ENST00000528089 ENST00000528684 	ENST00000592661 	908 203 365 1021 941 	523 	908 203 365 1021 941 	523 	52 52 52 52 52 	50 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3493 	826 359 382 377 383 384 382 359 	3493 	826 359 382 377 383 384 382 359 	53 	53 53 53 53 53 53 53 53 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000489471 ENST00000473428 	790 521 996 	810 650 	790 521 996 	810 650 	53 53 53 	52 52 
ENST00000376131 ENST00000376143 	ENST00000545560 ENST00000490242 	772 661 	1535 726 	772 661 	1535 726 	33 33 	53 53 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 ENST00000466304 ENST00000435618 ENST00000481283 ENST00000489762 ENST00000421349 ENST00000498484 ENST00000463832 	222 	48 7 26 35 92 7 26 76 7 26 	222 	48 7 26 35 92 7 26 76 7 26 	51 	52 52 52 52 52 52 52 52 52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	225 176 	1154 1171 	225 176 	52 52 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	450 	183 142 	450 	183 142 	53 	51 51 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	76 19 	364 	76 19 	53 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	78 21 	364 	78 21 	53 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	318 	3017 2918 2672 	318 	53 53 53 	53 
ENST00000361681 	ENST00000361567 	489 	1714 	489 	1714 	36 	53 
ENST00000449131 	ENST00000498161 ENST00000517577 ENST00000599364 	3741 	209 231 209 	3741 	209 231 209 	52 	53 53 53 
ENST00000380155 	ENST00000380876 ENST00000398944 ENST00000398943 ENST00000566501 ENST00000331666 ENST00000564243 ENST00000566866 ENST00000565932 ENST00000395587 	4816 	1451 1417 1465 1626 1511 1370 1485 2458 1462 	4816 	1451 1417 1465 1626 1511 1370 1485 2458 1462 	53 	53 53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000390645 	1118 1135 	1142 	1118 1135 	1142 	53 53 	53 
ENST00000366582 	ENST00000323938 	8393 	1713 	8393 	1713 	52 	36 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3039 2940 2694 	323 	3041 2942 2696 	323 	51 51 51 	53 
ENST00000333083 	ENST00000446547 ENST00000473608 	1333 	1247 783 	1333 	1247 783 	53 	52 52 
ENST00000377453 	ENST00000485797 ENST00000355619 ENST00000417323 ENST00000470210 	3431 	34 829 730 178 	3431 	34 829 730 178 	53 	52 52 52 52 
ENST00000458073 ENST00000489527 	ENST00000470642 	1223 295 	437 	1223 295 	437 	53 53 	53 
ENST00000550534 ENST00000550321 	ENST00000476149 ENST00000604604 ENST00000518152 ENST00000519167 	603 599 	2682 860 518 308 	616 612 	2688 866 524 314 	40 40 	47 47 47 47 
ENST00000204961 	ENST00000337620 ENST00000396386 ENST00000409747 	2524 	1272 1006 861 	2524 	1272 1006 861 	35 	52 52 52 
ENST00000246672 	ENST00000584985 ENST00000450525 ENST00000546243 	2394 	1473 1384 1295 	2394 	1473 1384 1295 	53 	51 51 51 
ENST00000550466 ENST00000553262 	ENST00000580101 ENST00000225724 ENST00000445123 ENST00000522663 ENST00000403396 ENST00000525437 	649 649 	299 1468 667 2598 2598 1855 	649 649 	299 1468 667 2598 2598 1855 	53 53 	53 53 53 53 53 53 
ENST00000397488 ENST00000324385 ENST00000566162 ENST00000397489 	ENST00000566296 	4524 4619 640 4522 	526 	4524 4619 640 4522 	526 	52 52 52 52 	53 
ENST00000595956 	ENST00000437396 ENST00000481101 	78 	499 396 	78 	499 396 	51 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3008 2909 2663 	217 	3008 2909 2663 	217 	53 53 53 	53 
ENST00000526743 	ENST00000534706 ENST00000530016 	1852 	549 367 	1852 	549 367 	53 	53 53 
ENST00000261435 ENST00000511480 ENST00000513269 ENST00000440421 	ENST00000476417 ENST00000585807 ENST00000529150 	6591 6595 5063 156 	2457 275 89 	6609 6613 5081 174 	2457 275 89 	35 35 35 35 	32 32 32 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1108 1125 	305 256 	1109 1126 	305 256 	52 52 	51 51 
ENST00000592379 	ENST00000582736 	41 	100 	41 	100 	53 	53 
ENST00000342039 ENST00000338938 ENST00000379430 ENST00000559989 	ENST00000539808 ENST00000547716 ENST00000559567 ENST00000558075 ENST00000558178 ENST00000560698 	1513 1513 1513 1430 	764 831 670 670 764 831 	1514 1514 1514 1431 	764 831 670 670 764 831 	51 51 51 51 	53 53 53 53 53 53 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4144 	53 72 74 53 	4144 	53 72 74 53 	53 	53 53 53 53 
ENST00000366409 	ENST00000435781 ENST00000438571 ENST00000466776 	400 	508 702 300 	400 	508 702 300 	52 	53 53 53 
ENST00000554750 	ENST00000563621 ENST00000527552 ENST00000282841 ENST00000358966 	500 	5721 5721 1803 1655 	500 	5721 5721 1803 1655 	31 	51 51 51 51 
ENST00000481729 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000557845 	525 5263 5263 3453 5262 	315 	525 5263 5263 3453 5262 	315 	53 53 53 53 53 	44 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	225 235 	279 	225 235 	53 	52 52 
ENST00000314675 	ENST00000319041 	2118 	594 	2118 	594 	53 	51 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4145 	50 69 71 50 	4145 	50 69 71 50 	53 	53 53 53 53 
ENST00000335154 	ENST00000549547 	4798 	634 	4801 	634 	50 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	77 20 	363 	77 20 	53 	52 52 
ENST00000350119 ENST00000564233 	ENST00000567705 	1908 3593 	802 	1908 3593 	802 	53 53 	53 
ENST00000433619 ENST00000589046 ENST00000529555 ENST00000544867 	ENST00000369014 ENST00000502489 ENST00000480258 ENST00000607628 ENST00000477919 ENST00000448007 ENST00000411432 ENST00000337530 ENST00000266542 ENST00000608074 ENST00000610213 ENST00000223076 	600 2426 2836 3272 	1856 3600 4685 4702 721 1568 1614 4981 2626 4582 4696 530 	600 2426 2836 3272 	1856 3600 4685 4702 721 1568 1614 4981 2626 4582 4696 530 	35 35 35 35 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000380738 ENST00000380733 ENST00000380715 ENST00000380716 ENST00000481862 ENST00000495873 ENST00000397519 	ENST00000347617 ENST00000401473 ENST00000311487 ENST00000395004 ENST00000447654 ENST00000374116 	1252 1279 1248 1251 77 270 1036 	1078 1192 1225 1151 1465 1154 	1252 1279 1248 1251 77 270 1036 	1078 1192 1225 1151 1465 1154 	36 36 36 36 36 36 36 	53 53 53 53 53 53 
ENST00000262866 	ENST00000558530 	2646 	823 	2646 	823 	53 	52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4148 	109 311 111 111 	4148 	109 311 111 111 	53 	52 52 52 52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4151 	79 81 	4151 	79 81 	50 	52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	470 	88 47 	470 	88 47 	52 	52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	473 	150 109 	473 	150 109 	53 	43 43 
ENST00000474465 	ENST00000263657 ENST00000430742 	539 	375 302 	539 	375 302 	52 	53 53 
ENST00000309955 	ENST00000306627 ENST00000346855 ENST00000424381 ENST00000475680 ENST00000452012 ENST00000493707 	13475 	723 610 438 577 378 513 	13493 	723 610 438 577 378 513 	34 	52 52 52 52 52 52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	350 	596 605 609 491 	359 	596 605 609 491 	44 	53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2960 2861 2615 	243 	2960 2861 2615 	243 	53 53 53 	53 
ENST00000361681 	ENST00000361567 	488 	1727 	488 	1727 	37 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	75 73 215 	3759 	75 73 215 	52 	52 52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000533979 ENST00000361115 ENST00000513525 	ENST00000569421 	471 811 902 	216 	492 832 923 	226 	32 32 32 	33 
ENST00000397488 ENST00000324385 ENST00000566162 ENST00000397489 	ENST00000566296 	4524 4619 640 4522 	487 	4528 4623 644 4526 	487 	48 48 48 48 	52 
ENST00000314675 	ENST00000319041 	2119 	644 	2120 	644 	51 	53 
ENST00000309424 ENST00000589804 	ENST00000369622 	1681 1205 	2294 	1681 1205 	2294 	53 53 	53 
ENST00000391946 ENST00000585434 ENST00000470402 	ENST00000588652 ENST00000391942 ENST00000391944 	1711 1700 1751 	2326 1409 2032 	1711 1700 1751 	2326 1409 2032 	53 53 53 	53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	283 	214 224 	283 	214 224 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	485 	155 114 	485 	155 114 	52 	53 53 
ENST00000522802 	ENST00000538183 	439 	9773 	455 	9773 	37 	38 
ENST00000314675 	ENST00000319041 	2112 	606 	2112 	606 	52 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3471 	814 347 370 365 371 372 570 370 402 370 347 	3471 	814 347 370 365 371 372 570 370 402 370 347 	50 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000567398 	ENST00000263805 ENST00000565380 ENST00000565500 ENST00000399974 	836 	7969 5484 4542 674 	856 	7989 5504 4562 694 	31 	31 31 31 31 
ENST00000418543 ENST00000548381 ENST00000425834 ENST00000242796 	ENST00000601537 	1375 1344 715 1114 	1003 	1375 1344 715 1114 	1003 	50 50 50 50 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	444 	181 140 	444 	181 140 	53 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3083 2984 2738 	313 	3083 2984 2738 	313 	53 53 53 	51 
ENST00000588137 	ENST00000372236 ENST00000372226 	335 	2828 2610 	341 	2828 2610 	31 	53 53 
ENST00000526671 	ENST00000447611 	663 	3630 	663 	3630 	52 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	349 	663 672 676 558 	359 	663 672 676 558 	42 	51 51 51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3490 	797 330 348 214 212 553 353 385 353 330 	3491 	797 330 348 214 212 553 353 385 353 330 	52 	50 50 50 50 50 50 50 50 50 50 
ENST00000493753 	ENST00000538291 ENST00000381848 	644 	4575 2211 	662 	4584 2220 	34 	31 31 
ENST00000420470 	ENST00000460470 ENST00000466265 	4468 	363 45 	4468 	363 45 	53 	53 53 
ENST00000609243 	ENST00000471702 ENST00000474871 ENST00000493732 ENST00000490993 ENST00000465756 ENST00000512094 ENST00000337331 ENST00000326682 	2326 	3502 2695 196 4221 3070 58 3583 3490 	2326 	3502 2695 196 4221 3070 58 3583 3490 	53 	53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	79 22 	364 	79 22 	53 	51 51 
ENST00000256649 ENST00000369464 	ENST00000492956 ENST00000525082 ENST00000599042 	2605 2585 	1927 1138 1138 	2614 2594 	1927 1138 1138 	44 44 	52 52 52 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3436 	782 333 166 199 197 338 538 338 370 338 	3436 	782 333 166 199 197 338 538 338 370 338 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000554208 	ENST00000493544 	2167 	971 	2188 	971 	32 	45 
ENST00000502451 	ENST00000380821 	3202 	1982 	3202 	1993 	41 	42 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3779 	79 77 219 216 	3779 	79 77 219 216 	53 	53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000258729 ENST00000421467 ENST00000467592 ENST00000497563 ENST00000480547 ENST00000495009 	2066 1967 1721 	1180 1067 218 160 218 104 	2066 1967 1721 	1180 1067 218 160 218 104 	53 53 53 	53 53 53 53 53 53 
ENST00000350119 ENST00000564233 	ENST00000567705 	1991 3676 	752 	1991 3676 	752 	53 53 	53 
ENST00000570505 ENST00000317968 ENST00000514743 ENST00000380176 ENST00000437932 	ENST00000526439 ENST00000394718 ENST00000600800 ENST00000587236 ENST00000589613 ENST00000546151 ENST00000551690 ENST00000467747 ENST00000426926 ENST00000592072 ENST00000354333 ENST00000377698 ENST00000592540 ENST00000271915 ENST00000455814 ENST00000360388 ENST00000223073 ENST00000572400 ENST00000548979 ENST00000360742 ENST00000512907 ENST00000609217 ENST00000339094 ENST00000437462 ENST00000443294 ENST00000445221 	344 3172 3167 2929 2860 	160 3159 451 24 643 977 250 303 1139 999 643 2742 1046 9690 274 2638 3564 1835 419 240 541 643 793 259 1767 1326 	344 3172 3167 2929 2860 	160 3159 451 24 643 977 250 303 1139 999 643 2742 1046 9690 274 2638 3564 1835 419 240 541 643 793 259 1767 1326 	37 37 37 37 37 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 
ENST00000548326 	ENST00000367976 	3 	1225 	3 	1225 	53 	52 
ENST00000529162 ENST00000569024 ENST00000593421 	ENST00000216214 ENST00000479180 	182 2021 182 	2351 615 	182 2021 182 	2351 615 	31 31 31 	33 33 
ENST00000427908 	ENST00000511309 ENST00000510797 ENST00000503216 ENST00000502670 ENST00000436998 ENST00000425312 	1283 	423 464 405 509 240 240 	1283 	423 464 405 509 240 240 	52 	53 53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3020 2921 2675 	96 	3020 2921 2675 	96 	53 53 53 	51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	283 	3072 2973 2727 	283 	52 52 52 	52 
ENST00000440612 ENST00000402550 ENST00000452318 	ENST00000429697 	1045 925 1222 	1211 	1045 925 1222 	1211 	53 53 53 	53 
ENST00000361567 	ENST00000361681 	1729 	452 	1732 	452 	44 	53 
ENST00000321826 	ENST00000590158 	1624 	930 	1624 	930 	47 	51 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000462261 	7824 2058 567 	1512 	7824 2058 567 	1512 	53 53 53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	353 	71 14 	353 	71 14 	51 	52 52 
ENST00000591280 	ENST00000591987 ENST00000594765 ENST00000414645 ENST00000575106 ENST00000572974 ENST00000532540 ENST00000485450 ENST00000416417 ENST00000605555 ENST00000599079 ENST00000602031 ENST00000601558 ENST00000593509 ENST00000595175 ENST00000595694 ENST00000594615 ENST00000596087 	270 	470 1144 4618 233 230 210 252 709 1144 1144 1144 1144 1144 1144 1144 1144 1144 	286 	486 1160 4634 249 246 226 268 725 1160 1160 1160 1160 1160 1160 1160 1160 1160 	37 	37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3744 	82 80 222 219 	3744 	82 80 222 219 	53 	53 53 53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000450676 	4155 	113 111 113 	4155 	113 111 113 	53 	53 53 53 
ENST00000392385 ENST00000604604 ENST00000295025 	ENST00000538183 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000497426 ENST00000474698 	1063 1187 8813 	7085 4574 7361 5669 1557 4574 4573 	1064 1188 8814 	7103 4592 7379 5687 1575 4592 4591 	52 52 52 	35 35 35 35 35 35 35 
ENST00000596409 ENST00000422989 	ENST00000560386 	1873 6239 	3155 	1873 6239 	3155 	52 52 	52 
ENST00000320934 	ENST00000529622 	4562 	339 	4564 	339 	49 	53 
ENST00000453518 ENST00000429656 ENST00000450479 	ENST00000496419 ENST00000423509 ENST00000430940 ENST00000422726 ENST00000476248 ENST00000424832 ENST00000464914 ENST00000457806 ENST00000462851 ENST00000497204 ENST00000495635 ENST00000458192 ENST00000422921 ENST00000456487 ENST00000479595 ENST00000420206 ENST00000495725 ENST00000454033 ENST00000494823 ENST00000482179 ENST00000465497 ENST00000453809 ENST00000414249 ENST00000419590 ENST00000488273 ENST00000438171 ENST00000495898 ENST00000437368 ENST00000480429 ENST00000495207 ENST00000552865 ENST00000481588 ENST00000419135 ENST00000433153 ENST00000429840 ENST00000491984 ENST00000457903 ENST00000479546 ENST00000445075 ENST00000467922 ENST00000482006 ENST00000487245 ENST00000376228 ENST00000383329 ENST00000376237 ENST00000415537 ENST00000495835 ENST00000484378 	147 147 147 	251 157 157 164 176 201 144 140 331 161 251 157 157 164 176 201 144 140 331 161 251 157 157 164 176 201 144 140 331 161 147 251 157 157 164 176 201 144 140 331 161 251 157 157 176 140 331 161 	147 147 147 	251 157 157 164 176 201 144 140 331 161 251 157 157 164 176 201 144 140 331 161 251 157 157 164 176 201 144 140 331 161 147 251 157 157 164 176 201 144 140 331 161 251 157 157 176 140 331 161 	53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3744 	82 80 222 219 	3744 	82 80 222 219 	53 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	468 	137 96 	468 	137 96 	52 	53 53 
ENST00000510559 	ENST00000469208 	317 	243 	317 	243 	32 	36 
