ENST00000361681 ENST00000506002 	ENST00000361567 ENST00000511037 	426 426 	1778 1778 	426 426 	1778 1778 	53 53 	34 34 
ENST00000257904 	ENST00000437010 ENST00000456439 ENST00000423363 ENST00000490011 ENST00000375880 ENST00000409691 ENST00000375864 ENST00000413083 ENST00000455499 ENST00000444549 ENST00000480530 ENST00000580649 ENST00000383431 ENST00000383429 ENST00000432544 ENST00000462244 ENST00000523752 ENST00000276431 ENST00000426798 ENST00000484964 ENST00000436449 ENST00000480515 ENST00000416194 ENST00000437674 ENST00000438439 ENST00000471674 ENST00000403856 	1670 	1557 973 1659 940 1557 973 1724 1557 973 1659 940 466 1557 973 1659 940 2922 3740 1659 940 1659 940 1557 973 1659 940 3872 	1670 	1557 973 1659 940 1557 973 1724 1557 973 1659 940 466 1557 973 1659 940 2922 3740 1659 940 1659 940 1557 973 1659 940 3872 	52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000498161 ENST00000599364 	4211 	50 50 	4211 	50 50 	52 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1151 1168 	197 148 	1151 1168 	197 148 	53 53 	51 51 
ENST00000593646 	ENST00000369583 	334 	2070 	334 	2070 	52 	53 
ENST00000382496 	ENST00000381989 	5599 	3418 	5599 	3428 	52 	43 
ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	466 786 739 	1694 143 	466 786 739 	1694 143 	53 53 53 	53 53 
ENST00000504897 	ENST00000438307 	2735 	1565 	2735 	1565 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	280 	53 53 	48 
ENST00000560723 	ENST00000559556 	422 	901 	423 	901 	51 	53 
ENST00000568490 ENST00000355237 ENST00000488801 ENST00000462546 ENST00000550383 ENST00000600045 ENST00000366326 	ENST00000512183 ENST00000338148 ENST00000465432 	184 3791 405 1025 2832 194 140 	753 789 498 	184 3791 405 1025 2832 194 140 	753 789 498 	53 53 53 53 53 53 53 	53 53 53 
ENST00000449131 	ENST00000517577 	3740 	239 	3740 	239 	34 	53 
ENST00000335185 	ENST00000526267 ENST00000525054 	3696 	475 516 	3696 	475 516 	53 	53 53 
ENST00000242505 	ENST00000469143 	4353 	44 	4353 	44 	53 	52 
ENST00000427908 	ENST00000567272 ENST00000403549 	1170 	586 434 	1170 	595 443 	53 	44 44 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	318 	3072 2973 2727 	318 	52 52 52 	53 
ENST00000267205 ENST00000296292 	ENST00000361565 	2376 4520 	9401 	2386 4530 	9401 	43 43 	41 
ENST00000570780 ENST00000391950 	ENST00000409682 ENST00000478123 ENST00000437630 	1083 1100 	668 245 288 	1083 1100 	668 245 288 	53 53 	51 51 51 
ENST00000449131 	ENST00000492727 	4179 	86 	4179 	86 	53 	53 
ENST00000556319 	ENST00000561036 	417 	251 	417 	251 	53 	53 
ENST00000524124 ENST00000357668 	ENST00000373493 	4820 5387 	1972 	4830 5397 	1972 	33 33 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	424 424 	1675 	424 424 	1675 	52 52 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	107 105 247 	3760 	107 105 247 	52 	53 53 53 
ENST00000538264 	ENST00000444581 ENST00000455295 ENST00000453293 	843 	95 73 54 	843 	95 73 54 	51 	53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3470 	826 359 382 377 383 384 382 359 	3470 	826 359 382 377 383 384 382 359 	51 	53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	507 	142 	507 	142 	52 	51 
ENST00000551954 	ENST00000550164 ENST00000347471 ENST00000552674 ENST00000267064 	983 	3784 3511 3417 3763 	983 	3784 3511 3417 3763 	53 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	465 	191 150 	486 	193 152 	32 	39 39 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3005 2906 2660 	212 	3005 2906 2660 	212 	53 53 53 	53 
ENST00000312239 ENST00000375003 	ENST00000576634 ENST00000572600 	3125 4030 	2532 1969 	3125 4030 	2532 1969 	38 38 	44 44 
ENST00000449131 	ENST00000492727 ENST00000450676 	4129 	84 86 	4129 	84 86 	51 	53 53 
ENST00000455611 	ENST00000504683 	2131 	706 	2131 	706 	52 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	417 	84 27 	417 	84 27 	53 	53 53 
ENST00000542515 	ENST00000558311 ENST00000267973 ENST00000560569 ENST00000560610 ENST00000559848 ENST00000560063 ENST00000559700 ENST00000558840 	2215 	370 491 373 395 294 401 306 470 	2215 	370 491 373 395 294 401 306 470 	53 	53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	501 	142 	501 	142 	53 	51 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	87 30 	364 	87 30 	53 	50 50 
ENST00000514253 	ENST00000510019 ENST00000511844 ENST00000491662 	485 	183 142 110 	485 	183 142 110 	52 	32 32 32 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1119 1136 	306 257 	1119 1136 	306 257 	53 53 	53 53 
ENST00000437629 	ENST00000275603 ENST00000335503 ENST00000462133 ENST00000494736 ENST00000466479 ENST00000540286 	347 	1672 1482 308 175 67 1435 	353 	1672 1482 308 175 67 1435 	47 	52 52 52 52 52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2989 2890 2644 	222 	2989 2890 2644 	222 	53 53 53 	53 
ENST00000361681 	ENST00000361567 	444 	1514 	444 	1514 	53 	53 
ENST00000514253 	ENST00000510019 	484 	223 	487 	223 	50 	52 
ENST00000419932 	ENST00000316509 	154 	883 	154 	894 	36 	32 
ENST00000506487 	ENST00000555870 ENST00000361842 ENST00000441631 ENST00000406053 	570 	7027 3030 3033 2269 	570 	7027 3030 3033 2269 	38 	53 53 53 53 
ENST00000222224 ENST00000605182 ENST00000575918 ENST00000609965 ENST00000608267 ENST00000608685 ENST00000608153 ENST00000608366 ENST00000575187 ENST00000571795 	ENST00000457463 ENST00000496327 ENST00000609747 ENST00000609528 ENST00000609069 ENST00000609050 ENST00000609872 ENST00000607918 ENST00000609759 ENST00000608536 ENST00000609681 ENST00000609344 ENST00000575721 ENST00000574887 ENST00000575489 ENST00000574335 	1067 1067 1067 1067 1067 1067 1067 1067 1067 1067 	671 719 671 719 671 719 671 719 671 719 671 719 671 719 671 719 	1067 1067 1067 1067 1067 1067 1067 1067 1067 1067 	671 719 671 719 671 719 671 719 671 719 671 719 671 719 671 719 	53 53 53 53 53 53 53 53 53 53 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000449131 	ENST00000492727 	4169 	105 	4169 	105 	53 	52 
ENST00000559573 ENST00000517348 ENST00000409845 	ENST00000340717 	11 26 8 	1191 	11 26 8 	1191 	53 53 53 	53 
ENST00000473559 ENST00000462714 	ENST00000557060 ENST00000551944 ENST00000604604 ENST00000392857 	1746 1375 	2964 3508 1481 5701 	1748 1377 	2964 3508 1481 5701 	50 50 	53 53 53 53 
ENST00000601871 	ENST00000484412 	1473 	599 	1473 	599 	53 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	425 425 	1750 	425 425 	1750 	53 53 	52 
ENST00000361681 	ENST00000361567 	446 	1701 	446 	1701 	53 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	99 97 239 	3760 	99 97 239 	52 	53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 	309 240 	215 	309 240 	215 	53 53 	53 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000383605 ENST00000383619 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000396634 ENST00000376806 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 	52 52 52 52 52 52 52 	523 491 187 184 182 182 235 523 491 187 184 182 182 204 523 491 187 184 182 182 204 523 491 187 184 182 182 187 180 180 180 180 180 180 204 	52 52 52 52 52 52 52 	523 491 187 184 182 182 235 523 491 187 184 182 182 204 523 491 187 184 182 182 204 523 491 187 184 182 182 187 180 180 180 180 180 180 204 	41 41 41 41 41 41 41 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000326877 	ENST00000514176 	3339 	2863 	3339 	2863 	53 	52 
ENST00000514253 	ENST00000511844 	513 	132 	513 	132 	52 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	468 	111 70 	468 	111 70 	52 	53 53 
ENST00000496520 ENST00000479045 ENST00000399936 ENST00000494937 ENST00000399937 ENST00000479058 ENST00000383330 ENST00000488461 ENST00000476230 ENST00000474720 ENST00000484935 ENST00000419797 ENST00000492293 ENST00000481239 ENST00000446967 ENST00000427627 ENST00000498775 ENST00000473932 ENST00000463957 ENST00000461938 ENST00000475681 ENST00000491726 ENST00000474901 ENST00000469210 ENST00000427690 ENST00000482729 ENST00000426498 ENST00000463797 ENST00000453742 ENST00000497174 ENST00000496516 ENST00000492473 ENST00000469008 ENST00000491327 ENST00000485557 ENST00000337523 ENST00000375349 ENST00000473976 ENST00000375356 ENST00000498357 ENST00000480240 ENST00000474587 ENST00000487914 ENST00000460058 ENST00000463768 ENST00000497643 ENST00000458308 ENST00000487722 ENST00000432110 ENST00000477946 ENST00000414092 ENST00000496506 ENST00000468012 ENST00000475345 ENST00000473424 ENST00000469441 ENST00000466972 ENST00000443250 ENST00000475224 ENST00000439989 ENST00000486106 ENST00000454430 ENST00000468514 ENST00000493244 ENST00000462963 ENST00000476947 	ENST00000478304 ENST00000547578 ENST00000478011 ENST00000550656 ENST00000459769 ENST00000551718 ENST00000466132 ENST00000460018 ENST00000497732 ENST00000549310 ENST00000496606 ENST00000549916 	244 246 532 656 494 770 606 494 312 550 367 606 770 656 494 532 244 246 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 246 770 606 648 656 545 244 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 	7 7 7 7 7 7 91 16 7 7 7 7 	244 246 532 656 494 770 606 494 312 550 367 606 770 656 494 532 244 246 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 246 770 606 648 656 545 244 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 244 246 532 656 494 770 606 494 312 550 367 	7 7 7 7 7 7 91 16 7 7 7 7 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000534030 	ENST00000332687 	351 	7263 	359 	7263 	44 	53 
ENST00000592379 	ENST00000582736 	40 	127 	40 	127 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1149 1166 	181 219 	1149 1166 	181 219 	52 52 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	86 29 	365 	86 29 	53 	51 51 
ENST00000442892 ENST00000442218 	ENST00000080059 ENST00000354334 ENST00000459625 ENST00000548938 ENST00000470668 	909 2893 	3880 3850 6203 2508 4055 	910 2894 	3880 3850 6203 2508 4055 	52 52 	52 52 52 52 52 
ENST00000541780 	ENST00000544193 	747 	195 	747 	195 	51 	53 
ENST00000371015 ENST00000395639 	ENST00000353047 ENST00000434271 	325 325 	3337 3321 	325 325 	3337 3321 	33 33 	53 53 
ENST00000482655 	ENST00000515583 	738 	639 	738 	647 	50 	45 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	73 16 	363 	73 16 	53 	52 52 
ENST00000368813 ENST00000484707 ENST00000249344 	ENST00000499676 ENST00000480768 ENST00000601678 ENST00000598179 	753 198 3735 	9013 1082 1426 23 	771 216 3753 	9013 1082 1426 23 	35 35 35 	32 32 32 32 
ENST00000469528 ENST00000495588 	ENST00000605528 ENST00000480942 ENST00000467930 ENST00000393266 	155 31 	136 138 119 120 	155 31 	136 138 119 120 	32 32 	53 53 53 53 
ENST00000320934 	ENST00000392951 ENST00000525531 ENST00000529622 	4400 	704 840 429 	4400 	704 840 429 	51 	53 53 53 
ENST00000288048 	ENST00000348035 ENST00000356142 ENST00000488373 ENST00000511164 ENST00000394695 	1370 	252 236 270 39 239 	1376 	252 236 270 39 239 	31 	50 50 50 50 50 
ENST00000419932 	ENST00000370053 	145 	1725 	152 	1725 	38 	53 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3744 	211 93 91 233 211 	3744 	211 93 91 233 211 	53 	51 51 51 51 51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3004 2905 2659 	217 	3004 2905 2659 	217 	53 53 53 	53 
ENST00000576531 ENST00000527356 	ENST00000572434 ENST00000574244 ENST00000527853 ENST00000392902 ENST00000427600 ENST00000457822 ENST00000469891 ENST00000327878 	1694 1694 	158 1329 1329 281 268 279 284 279 	1701 1701 	158 1329 1329 281 268 279 284 279 	45 45 	52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3425 	797 330 348 214 212 553 353 385 353 330 	3425 	797 330 348 214 212 553 353 385 353 330 	53 	50 50 50 50 50 50 50 50 50 50 
ENST00000372989 ENST00000491602 ENST00000455616 ENST00000454200 ENST00000276141 	ENST00000512158 ENST00000337225 	3768 1962 3783 3629 3623 	644 859 	3768 1962 3783 3629 3623 	649 864 	53 53 53 53 53 	47 47 
ENST00000369127 	ENST00000377957 ENST00000257189 ENST00000371655 ENST00000396667 ENST00000399387 ENST00000550266 ENST00000605787 	753 	3728 3739 1756 11502 876 181 624 	772 	3728 3739 1756 11502 876 181 624 	34 	52 52 52 52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3471 	818 351 374 369 375 376 574 374 374 351 	3471 	818 351 374 369 375 376 574 374 374 351 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000481729 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	520 5258 2241 5258 3448 5257 	301 301 301 301 301 301 	520 5258 2241 5258 3448 5257 	301 301 301 301 301 301 	52 52 52 52 52 52 	37 37 37 37 37 37 
ENST00000478113 	ENST00000563996 	3516 	1103 	3516 	1103 	53 	53 
ENST00000427908 	ENST00000431591 ENST00000397651 	1225 	501 693 	1225 	501 693 	52 	53 53 
ENST00000510760 ENST00000591037 	ENST00000340717 	1879 1588 	1579 	1879 1588 	1600 	53 53 	32 
ENST00000508814 	ENST00000510019 	300 	253 	306 	253 	47 	53 
ENST00000216254 ENST00000396512 	ENST00000337566 ENST00000431534 ENST00000432789 	2591 2661 	973 1108 1264 	2591 2661 	973 1108 1264 	53 53 	53 53 53 
ENST00000522663 ENST00000518235 ENST00000403396 	ENST00000229812 	1302 1168 1302 	3368 	1302 1168 1302 	3368 	53 53 53 	53 
ENST00000485616 ENST00000424834 ENST00000382095 ENST00000399949 ENST00000382108 ENST00000314529 ENST00000418905 ENST00000272907 ENST00000584211 ENST00000409573 ENST00000468602 ENST00000471668 ENST00000530934 ENST00000461588 ENST00000307201 ENST00000539605 ENST00000326279 ENST00000254231 ENST00000338483 ENST00000407965 ENST00000538320 ENST00000426621 ENST00000538999 ENST00000494632 ENST00000591545 ENST00000465615 ENST00000468198 ENST00000469687 ENST00000588821 ENST00000589016 ENST00000353265 ENST00000264968 ENST00000393487 ENST00000596701 ENST00000485795 ENST00000567181 ENST00000321844 ENST00000478592 ENST00000391750 ENST00000424807 ENST00000375826 ENST00000396825 ENST00000368135 ENST00000570415 ENST00000447944 ENST00000415374 ENST00000604207 ENST00000605232 ENST00000575959 ENST00000571923 ENST00000575296 ENST00000570726 ENST00000576704 ENST00000608143 ENST00000605489 ENST00000604151 ENST00000412499 	ENST00000480646 	2362 5362 3421 2950 5211 2025 1783 4751 2105 3449 63 1649 321 63 3389 5874 3374 2827 2276 2117 2252 2010 2159 2075 5116 63 2097 2105 854 827 2016 3430 3380 2873 63 1973 4726 63 2721 2695 1938 1448 1554 6 4025 3226 2721 2695 2721 2695 2721 2695 2695 2698 2740 2749 2606 	503 	2382 5382 3441 2970 5231 2045 1803 4771 2125 3469 83 1669 341 83 3409 5894 3394 2847 2296 2137 2272 2030 2179 2095 5136 83 2117 2125 874 847 2036 3450 3400 2893 83 1993 4746 83 2741 2715 1958 1468 1574 26 4045 3246 2741 2715 2741 2715 2741 2715 2715 2718 2760 2769 2626 	503 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	53 
ENST00000234420 	ENST00000405808 	5552 	14 	5552 	14 	53 	53 
ENST00000258080 ENST00000352222 ENST00000484352 	ENST00000409549 	2227 1323 1660 	2782 	2227 1323 1660 	2782 	53 53 53 	52 
ENST00000381908 ENST00000336164 ENST00000350274 	ENST00000462119 ENST00000359242 ENST00000294678 ENST00000610020 	3042 3039 2946 	1048 3921 3898 9066 	3042 3039 2946 	1048 3921 3898 9066 	53 53 53 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3482 	786 337 170 203 201 342 542 342 374 342 	3482 	786 337 170 203 201 342 542 342 374 342 	52 	52 52 52 52 52 52 52 52 52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	325 	3017 2918 2672 	325 	53 53 53 	51 
ENST00000377957 ENST00000574474 ENST00000465605 ENST00000400335 ENST00000400338 ENST00000472200 ENST00000471668 ENST00000382021 ENST00000303525 ENST00000473371 ENST00000397333 ENST00000462829 ENST00000493181 ENST00000333703 ENST00000293272 ENST00000366113 ENST00000466992 ENST00000550746 ENST00000408966 ENST00000410026 ENST00000490210 ENST00000556123 ENST00000409734 ENST00000521405 ENST00000547440 ENST00000504669 ENST00000501515 ENST00000492342 ENST00000240093 ENST00000301439 ENST00000560440 ENST00000422247 ENST00000491968 ENST00000461317 ENST00000391743 ENST00000408959 ENST00000572652 ENST00000527063 ENST00000491193 ENST00000367942 ENST00000603197 ENST00000605140 ENST00000574314 ENST00000576928 ENST00000426371 	ENST00000278353 ENST00000533090 ENST00000525736 	3663 3742 198 2952 3003 2730 1879 3189 3093 1500 2874 1200 6391 4400 809 688 1974 3843 1507 9723 7227 3892 1058 307 1773 2967 445 198 9985 1587 2643 1985 198 198 2501 1455 1412 1914 1302 2988 809 688 2501 2584 1004 	1673 1966 3538 	3663 3742 198 2952 3003 2730 1879 3189 3093 1500 2874 1200 6391 4400 809 688 1974 3843 1507 9723 7227 3892 1058 307 1773 2967 445 198 9985 1587 2643 1985 198 198 2501 1455 1412 1914 1302 2988 809 688 2501 2584 1004 	1673 1966 3538 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	35 35 35 
ENST00000514253 	ENST00000510019 	486 	202 	486 	202 	51 	52 
ENST00000601871 	ENST00000487169 ENST00000373292 ENST00000484412 ENST00000427183 	1312 	4053 3011 598 3995 	1312 	4053 3011 598 3995 	53 	53 53 53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4142 	102 304 104 104 	4142 	102 304 104 104 	53 	53 53 53 53 
ENST00000592379 	ENST00000582736 	41 	101 	41 	101 	53 	53 
ENST00000491405 ENST00000460301 ENST00000463348 ENST00000482187 ENST00000476982 ENST00000497494 	ENST00000596694 	3768 3767 3767 3767 3767 3767 	2400 	3768 3767 3767 3767 3767 3767 	2402 	38 38 38 38 38 38 	32 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000450676 	4155 	112 110 112 	4155 	112 110 112 	53 	53 53 53 
ENST00000449131 	ENST00000492727 	4177 	95 	4177 	95 	53 	51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3784 	96 94 235 236 	3784 	96 94 235 236 	53 	53 53 53 53 
ENST00000314675 	ENST00000319041 	2084 	623 	2084 	623 	53 	53 
ENST00000449131 	ENST00000492727 	4177 	83 	4177 	83 	53 	53 
ENST00000314675 	ENST00000319041 	2105 	642 	2105 	642 	51 	51 
ENST00000603027 ENST00000603706 	ENST00000487278 	4842 510 	419 	4842 510 	419 	53 53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	97 95 237 	3760 	97 95 237 	52 	53 53 53 
ENST00000463943 	ENST00000507623 ENST00000380638 	405 	58 58 	405 	58 58 	53 	52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	306 237 	161 120 	306 237 	161 120 	53 53 	52 52 
ENST00000361789 	ENST00000246069 ENST00000474024 ENST00000449141 	893 	635 548 408 	893 	635 548 408 	52 	52 52 52 
ENST00000592379 	ENST00000582736 	12 	117 	12 	117 	53 	53 
ENST00000604922 	ENST00000472161 ENST00000484430 ENST00000398981 	261 	31 31 39 	262 	31 31 39 	51 	52 52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	101 99 241 	3764 	101 99 241 	47 	53 53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	431 431 	966 	431 431 	966 	53 53 	53 
ENST00000563480 ENST00000395589 	ENST00000519737 	431 431 	966 	431 431 	966 	53 53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3744 	82 80 222 219 	3744 	82 80 222 219 	53 	53 53 53 53 
ENST00000329406 	ENST00000543784 ENST00000392911 	674 	937 1800 	674 	937 1800 	53 	48 48 
ENST00000361681 ENST00000506002 	ENST00000361567 	427 427 	1687 	427 427 	1687 	53 53 	52 
ENST00000564123 	ENST00000568172 	297 	445 	297 	445 	52 	52 
ENST00000579761 	ENST00000345662 ENST00000315285 	1303 	3525 3525 	1315 	3525 3525 	34 	53 53 
ENST00000366559 ENST00000366557 	ENST00000478849 	4165 3792 	739 	4165 3792 	739 	53 53 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	291 	1116 1133 	291 	53 53 	53 
ENST00000534030 	ENST00000530320 	415 	489 	415 	489 	53 	52 
