ENST00000574872 	ENST00000519266 ENST00000520221 	681 	194 34 	681 	194 34 	44 	53 53 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 101 78 78 87 	119 	78 78 101 78 78 87 	119 	52 52 52 52 52 52 	53 
ENST00000418501 ENST00000466048 ENST00000424265 ENST00000339859 ENST00000497106 ENST00000408019 ENST00000428547 ENST00000422491 ENST00000394811 	ENST00000604509 ENST00000310850 ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000368905 ENST00000436115 ENST00000360835 ENST00000586240 ENST00000596926 	3423 3727 4254 5300 4583 5216 4766 2668 5075 	2394 1130 2306 2126 1781 1706 1628 1178 1428 5985 1507 406 	3432 3736 4263 5309 4592 5225 4775 2677 5084 	2394 1130 2306 2126 1781 1706 1628 1178 1428 5985 1507 406 	32 32 32 32 32 32 32 32 32 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000465804 	ENST00000418596 ENST00000286181 ENST00000280612 ENST00000542892 ENST00000531971 ENST00000357214 ENST00000600854 	2766 	4400 4620 6415 638 1109 3286 1109 	2766 	4417 4637 6432 655 1126 3303 1126 	53 	36 36 36 36 36 36 36 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 384 385 386 361 	3743 	361 384 385 386 361 	3743 	53 53 53 53 53 	53 
ENST00000325888 ENST00000346177 	ENST00000347617 ENST00000401473 ENST00000311487 ENST00000478214 ENST00000395004 ENST00000447654 ENST00000374116 	1933 1884 	557 671 704 580 630 944 633 	1933 1884 	574 688 721 597 647 961 650 	53 53 	34 34 34 34 34 34 34 
ENST00000483407 	ENST00000315475 	278 	4684 	278 	4684 	51 	53 
ENST00000465295 ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	68 68 91 68 91 68 68 77 	126 	68 68 91 68 91 68 68 77 	126 	53 53 53 53 53 53 53 53 	53 
ENST00000416139 ENST00000475608 	ENST00000592379 	225 222 	33 	225 222 	33 	51 51 	53 
ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 	ENST00000445820 ENST00000428199 	542 510 206 203 201 201 206 	178 178 	542 510 206 203 201 201 206 	178 178 	53 53 53 53 53 53 53 	53 53 
ENST00000551944 ENST00000409562 ENST00000493254 ENST00000604604 ENST00000261200 ENST00000600751 	ENST00000538183 ENST00000489060 	3218 2837 2156 1190 7369 2512 	7254 1726 	3231 2850 2169 1203 7382 2525 	7254 1726 	40 40 40 40 40 40 	52 52 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	218 336 	439 439 	218 336 	439 439 	53 53 	51 51 
ENST00000548514 ENST00000505802 ENST00000499676 ENST00000522596 ENST00000455715 ENST00000477296 	ENST00000366277 ENST00000595510 ENST00000409997 ENST00000289488 ENST00000324866 ENST00000462627 ENST00000374928 ENST00000555691 	1251 3210 9082 2713 39 39 	552 791 461 1863 1933 7421 3273 51 	1266 3225 9097 2728 54 54 	552 791 461 1863 1933 7421 3273 51 	34 34 34 34 34 34 	36 36 36 36 36 36 36 36 
ENST00000434913 	ENST00000449131 	239 	4143 	239 	4143 	53 	53 
ENST00000380629 ENST00000518611 	ENST00000243457 	1304 1127 	4399 	1304 1127 	4414 	53 53 	31 
ENST00000425466 ENST00000484430 ENST00000398981 ENST00000389400 ENST00000411660 	ENST00000604922 	609 611 619 637 611 	244 	609 611 619 637 611 	244 	52 52 52 52 52 	53 
ENST00000484430 ENST00000398981 ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 518 518 546 518 518 	255 	520 528 518 518 546 518 518 	255 	53 53 53 53 53 53 53 	53 
ENST00000242351 ENST00000464606 	ENST00000579849 	3599 3671 	1898 	3599 3671 	1898 	51 51 	37 
ENST00000416139 ENST00000446445 	ENST00000592379 	278 278 	52 	286 286 	52 	45 45 	52 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 78 101 78 78 101 78 78 87 	137 	78 78 78 101 78 78 101 78 78 87 	137 	51 51 51 51 51 51 51 51 51 51 	53 
ENST00000278353 ENST00000525736 	ENST00000476618 	1705 3570 	2965 	1705 3570 	2965 	50 50 	53 
ENST00000416139 ENST00000451906 ENST00000434984 ENST00000492925 ENST00000446445 ENST00000498752 ENST00000439573 ENST00000579116 	ENST00000592379 	273 310 277 271 273 273 273 273 	25 	284 321 288 282 284 284 284 284 	25 	42 42 42 42 42 42 42 42 	49 
ENST00000574872 	ENST00000520221 	655 	50 	655 	50 	53 	53 
ENST00000563995 	ENST00000568556 	54 	16 	54 	16 	53 	51 
ENST00000567272 ENST00000403549 	ENST00000427908 	580 428 	1827 	595 443 	1827 	37 37 	53 
ENST00000397762 	ENST00000382093 	1211 	1450 	1211 	1472 	53 	31 
ENST00000228825 ENST00000426440 ENST00000476566 ENST00000547365 ENST00000437218 ENST00000457786 	ENST00000428206 ENST00000575600 ENST00000602348 ENST00000602283 	286 190 152 169 139 139 	2069 2069 1571 1571 	286 190 152 169 139 139 	2069 2069 1571 1571 	50 50 50 50 50 50 	52 52 52 52 
ENST00000425466 ENST00000493479 	ENST00000604922 	531 515 	303 	531 515 	303 	53 53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	147 337 172 129 69 57 57 57 80 57 80 57 57 80 57 57 57 66 	157 	147 337 172 129 69 57 57 57 80 57 80 57 57 80 57 57 57 66 	157 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	144 334 169 126 66 54 54 54 77 54 77 54 54 77 54 54 54 63 	159 	152 342 177 134 74 62 62 62 85 62 85 62 62 85 62 62 62 71 	159 	43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 	53 
ENST00000425761 ENST00000406984 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	335 168 340 540 340 372 340 	4123 	335 168 340 540 340 372 340 	4123 	52 52 52 52 52 52 52 	53 
ENST00000457542 ENST00000456763 ENST00000221214 	ENST00000603173 	6605 6533 6254 	209 	6605 6533 6254 	216 	53 53 53 	46 
ENST00000506787 ENST00000515834 	ENST00000604509 ENST00000588450 ENST00000341761 ENST00000374193 	341 2222 	2194 1100 3924 3940 	357 2238 	2212 1118 3942 3958 	36 36 	34 34 34 34 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	244 116 126 96 840 244 116 126 96 840 	236 236 	244 116 126 96 840 244 116 126 96 840 	236 236 	53 53 53 53 53 53 53 53 53 53 	50 50 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	244 116 126 96 840 244 116 126 96 840 	236 236 	244 116 126 96 840 244 116 126 96 840 	236 236 	53 53 53 53 53 53 53 53 53 53 	50 50 
ENST00000536368 ENST00000424633 ENST00000454660 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000411963 ENST00000492999 ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	196 239 239 238 264 140 239 239 	354 280 354 280 354 280 	196 239 239 238 264 140 239 239 	373 299 373 299 373 299 	52 52 52 52 52 52 52 52 	33 33 33 33 33 33 
ENST00000446071 	ENST00000495401 ENST00000488288 ENST00000447479 	300 	287 138 258 	300 	300 151 271 	53 	40 40 40 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4161 	239 240 	4161 	53 53 	52 
ENST00000595203 	ENST00000591619 ENST00000601437 	1992 	5799 225 	1992 	5799 225 	52 	43 43 
ENST00000451906 ENST00000498752 ENST00000439573 ENST00000579116 	ENST00000592379 	310 273 273 273 	59 	310 273 273 273 	59 	53 53 53 53 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	666 	182 22 	666 	182 22 	52 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	190 190 	395 	190 190 	395 	53 53 	51 
ENST00000416139 ENST00000446445 	ENST00000592379 	292 292 	52 	292 292 	52 	52 52 	52 
ENST00000448312 	ENST00000461526 	464 	451 	464 	451 	35 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000397467 ENST00000568122 	ENST00000515262 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	153 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	153 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000398295 	ENST00000461526 	449 	466 	449 	466 	52 	43 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4192 	76 74 216 	4192 	53 53 53 	51 
ENST00000525705 	ENST00000309733 	460 	7580 	460 	7580 	42 	53 
ENST00000525705 	ENST00000309733 	460 	7580 	460 	7580 	42 	53 
ENST00000336023 ENST00000332858 ENST00000547765 ENST00000550367 ENST00000549870 ENST00000547476 ENST00000295766 ENST00000550767 ENST00000547939 ENST00000548363 	ENST00000549554 	312 1887 596 312 433 470 697 245 399 221 	283 	312 1887 596 312 433 470 697 245 399 221 	283 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	519 527 	288 	519 527 	288 	52 52 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	162 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	162 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	51 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	197 189 	57 57 	197 189 	57 57 	52 52 	52 52 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	444 	879 683 1899 	444 	879 683 1899 	50 	53 53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	147 337 172 129 69 57 57 57 80 57 80 57 57 80 57 57 57 66 	159 	147 337 172 129 69 57 57 57 80 57 80 57 57 80 57 57 57 66 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	419 	192 192 	419 	53 53 	51 
ENST00000533359 	ENST00000527690 	47 	27 	47 	34 	53 	46 
ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000495333 ENST00000488500 ENST00000356303 ENST00000455918 ENST00000514975 ENST00000436459 ENST00000501580 ENST00000415278 	ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000312675 ENST00000543006 ENST00000606080 ENST00000483793 ENST00000355520 ENST00000558583 ENST00000223073 ENST00000463753 ENST00000282074 ENST00000408926 ENST00000261200 ENST00000310613 ENST00000564458 ENST00000564795 	1228 855 269 481 269 269 435 617 230 236 231 236 	4050 6382 363 5146 13136 13079 3264 3582 7230 5538 15424 2888 1269 3086 6825 2634 1074 1074 	1228 855 269 481 269 269 435 617 230 236 231 236 	4070 6402 383 5166 13156 13099 3284 3602 7250 5558 15444 2908 1289 3106 6845 2654 1094 1094 	53 53 53 53 53 53 53 53 53 53 53 53 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000375820 	ENST00000566677 	5600 	4140 	5600 	4146 	53 	31 
ENST00000551944 ENST00000409562 ENST00000493254 ENST00000488088 ENST00000604604 	ENST00000309733 ENST00000489060 	3108 2727 2046 392 1080 	6822 1866 	3110 2729 2048 394 1082 	6822 1866 	51 51 51 51 51 	53 53 
ENST00000389131 ENST00000520349 ENST00000518878 ENST00000522446 ENST00000519809 	ENST00000533559 	1664 444 513 531 471 	125 	1670 450 519 537 477 	126 	47 47 47 47 47 	31 
ENST00000598366 ENST00000601845 ENST00000593601 ENST00000595537 ENST00000599415 ENST00000601143 ENST00000597869 ENST00000597751 ENST00000598282 ENST00000598503 ENST00000601751 ENST00000598227 ENST00000599059 ENST00000593414 ENST00000331925 ENST00000573283 ENST00000575842 ENST00000576917 ENST00000576209 ENST00000575087 ENST00000576544 ENST00000572105 ENST00000576214 ENST00000571691 ENST00000575994 ENST00000575659 ENST00000571721 ENST00000570382 	ENST00000439011 	353 378 633 259 91 397 270 260 227 215 418 306 527 278 353 378 633 259 91 397 270 260 227 215 418 306 527 278 	478 	353 378 633 259 91 397 270 260 227 215 418 306 527 278 353 378 633 259 91 397 270 260 227 215 418 306 527 278 	478 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000487100 ENST00000382175 ENST00000474167 	ENST00000604922 	546 420 542 	313 	546 420 542 	313 	53 53 53 	53 
ENST00000389400 	ENST00000604922 	543 	243 	543 	243 	53 	53 
ENST00000484914 ENST00000535957 	ENST00000412425 	365 803 	3 	365 803 	3 	52 52 	52 
ENST00000543566 ENST00000539770 ENST00000392435 ENST00000413381 ENST00000426960 ENST00000453766 ENST00000442210 ENST00000412505 ENST00000536502 ENST00000439686 ENST00000456762 ENST00000357866 	ENST00000542678 	973 826 842 475 410 740 309 397 695 385 279 309 	7 	973 826 842 475 410 740 309 397 695 385 279 309 	7 	53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	719 	199 39 	719 	199 39 	53 	53 53 
ENST00000225724 ENST00000403396 ENST00000526284 	ENST00000599809 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000551364 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000439516 	2458 3377 1022 	89 95 182 1457 182 89 128 182 89 89 	2458 3377 1022 	89 95 182 1457 182 89 128 182 89 89 	53 53 53 	53 53 53 53 53 53 53 53 53 53 
ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 518 518 	329 	518 518 518 518 	329 	53 53 53 53 	53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	430 381 	1118 1135 	430 381 	1118 1135 	53 53 	53 53 
ENST00000560065 ENST00000561044 	ENST00000564258 ENST00000355341 	97 349 	313 313 	97 349 	313 313 	52 52 	53 53 
ENST00000523631 	ENST00000377031 ENST00000505264 ENST00000470305 ENST00000562651 ENST00000565610 ENST00000563463 ENST00000520176 ENST00000209875 	828 	593 227 4173 201 308 145 239 4361 	834 	598 232 4178 206 313 150 244 4366 	34 	34 34 34 34 34 34 34 34 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	402 	192 192 	402 	53 53 	53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000255006 ENST00000484638 	2707 2708 2708 2708 2812 2708 2713 2707 2708 2708 2708 2708 2708 	3395 2943 	2714 2715 2715 2715 2819 2715 2720 2714 2715 2715 2715 2715 2715 	3410 2958 	46 46 46 46 46 46 46 46 46 46 46 46 46 	31 31 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	133 323 158 115 55 43 43 43 66 43 66 43 43 66 43 43 	159 	133 323 158 115 55 43 43 43 66 43 66 43 43 66 43 43 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000357447 ENST00000358621 	ENST00000336798 	5987 5573 	6295 	5987 5573 	6297 	52 52 	33 
ENST00000497322 ENST00000483598 ENST00000310055 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	ENST00000411963 ENST00000450504 ENST00000426791 	1721 16 135 133 135 1910 126 	428 428 428 	1721 16 135 133 135 1910 126 	428 428 428 	53 53 53 53 53 53 53 	53 53 53 
ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000431930 ENST00000444289 ENST00000464610 ENST00000416096 ENST00000485166 ENST00000468995 ENST00000465498 ENST00000552193 ENST00000551578 ENST00000551120 ENST00000456012 ENST00000470780 ENST00000492759 ENST00000450342 ENST00000473059 ENST00000481018 ENST00000462184 ENST00000550728 ENST00000396634 ENST00000376806 ENST00000496081 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000454091 ENST00000488889 ENST00000463148 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 ENST00000443552 ENST00000417978 ENST00000484494 ENST00000442939 ENST00000490454 ENST00000479675 ENST00000479969 ENST00000549869 ENST00000547112 ENST00000552498 ENST00000583265 ENST00000579721 	ENST00000428199 	114 111 109 109 447 418 115 114 111 109 109 131 153 153 450 418 115 114 111 109 109 162 450 418 115 114 111 109 109 131 450 418 115 114 111 109 109 114 447 418 115 114 111 109 109 131 153 153 193 109 	467 	114 111 109 109 447 418 115 114 111 109 109 131 153 153 450 418 115 114 111 109 109 162 450 418 115 114 111 109 109 131 450 418 115 114 111 109 109 114 447 418 115 114 111 109 109 131 153 153 193 109 	467 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000372981 	ENST00000374747 ENST00000562205 ENST00000565243 ENST00000219596 ENST00000339854 ENST00000537682 ENST00000542898 ENST00000536980 ENST00000538326 ENST00000476500 ENST00000370474 	4723 	2694 487 2377 3035 2495 3153 3246 2520 3133 4152 988 	4723 	2698 491 2381 3039 2499 3157 3250 2524 3137 4156 992 	35 	31 31 31 31 31 31 31 31 31 31 31 
ENST00000381440 	ENST00000468817 	6403 	557 	6403 	568 	53 	35 
ENST00000466201 	ENST00000565795 	207 	2946 	207 	2962 	53 	32 
ENST00000498161 ENST00000434913 ENST00000492727 ENST00000394290 ENST00000599364 	ENST00000449131 	194 215 213 215 194 	4143 	216 237 235 237 216 	4145 	31 31 31 31 31 	51 
ENST00000323496 	ENST00000463943 	265 	378 	265 	378 	51 	51 
ENST00000566371 ENST00000268704 ENST00000341316 ENST00000568151 	ENST00000602217 	408 367 359 448 	538 	408 367 359 448 	538 	53 53 53 53 	51 
ENST00000472045 	ENST00000392455 	3203 	2737 	3219 	2738 	37 	40 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	346 369 364 371 569 369 401 369 346 	4143 	346 369 364 371 569 369 401 369 346 	4143 	52 52 52 52 52 52 52 52 52 	53 
ENST00000595101 	ENST00000581287 	1621 	327 	1637 	327 	37 	52 
ENST00000379380 	ENST00000480891 	4491 	330 	4491 	330 	53 	52 
ENST00000490127 ENST00000376759 ENST00000485213 ENST00000376755 ENST00000491236 ENST00000430348 ENST00000594291 ENST00000598825 ENST00000594550 ENST00000593579 ENST00000600134 ENST00000597027 	ENST00000376775 ENST00000600661 	165 152 140 318 280 138 165 152 140 138 318 280 	330 330 	165 152 140 318 280 138 165 152 140 138 318 280 	330 330 	53 53 53 53 53 53 53 53 53 53 53 53 	52 52 
ENST00000522532 	ENST00000523152 	107 	269 	107 	269 	53 	53 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000450479 	766 734 242 430 668 666 666 447 664 664 423 423 664 423 234 447 	66 	766 734 242 430 668 666 666 447 664 664 423 423 664 423 234 447 	83 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	31 
ENST00000574872 	ENST00000520221 	691 	44 	691 	44 	52 	53 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	709 192 	184 24 	709 192 	184 24 	53 53 	53 53 
ENST00000473347 	ENST00000538183 	1771 	12159 	1778 	12175 	40 	37 
ENST00000529576 	ENST00000473204 ENST00000464387 ENST00000375504 	359 	1202 797 1205 	359 	1202 797 1205 	53 	53 53 53 
ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 518 518 	304 	518 518 518 518 	304 	53 53 53 53 	52 
ENST00000539061 ENST00000436679 ENST00000556755 	ENST00000580201 	1728 784 6 	40 	1728 784 6 	57 	43 43 43 	31 
