ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	185 227 253 129 228 228 	280 280 280 	185 227 253 129 228 228 	280 280 280 	49 49 49 49 49 49 	52 52 52 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000453518 ENST00000429656 ENST00000450479 	838 806 314 502 740 738 738 519 736 736 495 495 736 495 306 519 	129 129 129 	847 815 323 511 749 747 747 528 745 745 504 504 745 504 315 528 	129 129 129 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 	53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	407 	182 182 	407 	53 53 	52 
ENST00000468666 ENST00000478186 	ENST00000453518 ENST00000429656 ENST00000445820 ENST00000428199 ENST00000450479 	214 206 	149 149 149 149 149 	214 206 	149 149 149 149 149 	51 51 	53 53 53 53 53 
ENST00000546656 ENST00000435214 ENST00000515767 	ENST00000491277 	35 698 686 	1005 	35 698 686 	1005 	53 53 53 	50 
ENST00000546474 	ENST00000566445 	7194 	2714 	7194 	2725 	34 	31 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	348 371 372 373 348 	3743 	348 371 372 373 348 	3743 	53 53 53 53 53 	53 
ENST00000546654 	ENST00000564755 	108 	191 	108 	191 	52 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	52 	222 219 	52 	52 52 	52 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1845 	595 443 	1845 	34 34 	53 
ENST00000361441 ENST00000428892 	ENST00000356495 	1315 979 	3681 	1315 979 	3702 	45 45 	31 
ENST00000368635 	ENST00000290158 	179 	3725 	179 	3730 	50 	32 
ENST00000487100 ENST00000382175 ENST00000474167 	ENST00000604922 	546 420 542 	242 	546 420 542 	242 	53 53 53 	53 
ENST00000566288 ENST00000543341 	ENST00000557320 	2770 2817 	2035 	2775 2822 	2037 	36 36 	33 
ENST00000484430 ENST00000398981 ENST00000451219 ENST00000555161 	ENST00000604922 	523 531 520 502 	286 	523 531 520 502 	286 	53 53 53 53 	53 
ENST00000396024 ENST00000451270 ENST00000332680 ENST00000504475 ENST00000560014 ENST00000421017 ENST00000559176 ENST00000558985 ENST00000560466 ENST00000559818 ENST00000558132 ENST00000561022 ENST00000560367 ENST00000558503 ENST00000558998 ENST00000559559 ENST00000560389 ENST00000560165 ENST00000559113 ENST00000557906 ENST00000559725 ENST00000505539 ENST00000435128 ENST00000426153 	ENST00000324344 ENST00000563934 	579 531 545 2757 1441 555 325 421 315 528 279 538 514 658 374 476 485 609 455 703 494 372 419 468 	1496 1401 	579 531 545 2757 1441 555 325 421 315 528 279 538 514 658 374 476 485 609 455 703 494 372 419 468 	1515 1420 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	31 31 
ENST00000361436 ENST00000497825 ENST00000497322 ENST00000483598 ENST00000432629 ENST00000393148 ENST00000433385 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	285 516 1783 78 196 222 198 1972 188 	404 330 404 330 	285 516 1783 78 196 222 198 1972 188 	417 343 417 343 	53 53 53 53 53 53 53 53 53 	40 40 40 40 
ENST00000434913 ENST00000517577 	ENST00000449131 	238 239 	4158 	238 239 	4158 	53 53 	52 
ENST00000323496 	ENST00000463943 	265 	407 	265 	407 	52 	52 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000451219 ENST00000389400 ENST00000555161 	ENST00000604922 	523 531 519 520 549 502 	216 	523 531 519 520 549 502 	216 	53 53 53 53 53 53 	51 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4189 	99 97 239 	4189 	53 53 53 	53 
ENST00000492727 	ENST00000449131 	216 	4155 	216 	4155 	52 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	244 245 	4173 	244 245 	4173 	52 52 	53 
ENST00000573057 	ENST00000423172 	287 	618 	287 	618 	53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4212 	76 74 216 	4212 	53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 71 59 59 82 59 59 82 59 59 59 68 	146 	149 339 174 71 59 59 82 59 59 82 59 59 59 68 	146 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000217957 ENST00000415430 	ENST00000274140 ENST00000502921 ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000264914 	2334 2486 	5081 2 2636 2456 2111 2036 1958 4849 	2353 2505 	5081 2 2636 2456 2111 2036 1958 4849 	34 34 	34 34 34 34 34 34 34 34 
ENST00000216181 ENST00000459960 	ENST00000419932 	3452 430 	229 	3452 430 	229 	53 53 	52 
ENST00000431134 ENST00000475608 	ENST00000592379 	338 346 	33 	338 346 	33 	53 53 	53 
ENST00000532160 ENST00000530402 	ENST00000534227 ENST00000532445 	137 25 	244 244 	137 25 	244 244 	51 51 	53 53 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 	ENST00000549554 	645 193 169 187 	263 	645 193 169 187 	263 	53 53 53 53 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	691 	183 23 	691 	183 23 	52 	47 47 
ENST00000546654 	ENST00000564755 	76 	188 	76 	208 	53 	33 
ENST00000555532 	ENST00000498565 	42 	254 	42 	254 	52 	52 
ENST00000398295 	ENST00000461526 	448 	448 	469 	448 	31 	53 
ENST00000550977 ENST00000229465 ENST00000602666 	ENST00000309733 ENST00000394511 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000489060 	2202 1107 2486 	6578 158 35 3778 2089 1622 	2202 1107 2486 	6578 158 35 3778 2089 1622 	53 53 53 	53 53 53 53 53 53 
ENST00000451562 ENST00000468812 ENST00000489459 ENST00000355968 ENST00000415933 ENST00000494484 ENST00000480603 ENST00000419275 ENST00000585245 ENST00000583101 ENST00000405422 ENST00000414949 ENST00000440938 ENST00000434706 ENST00000455837 ENST00000527147 ENST00000557078 ENST00000431082 	ENST00000467407 	344 344 500 410 342 1725 321 332 374 374 299 299 299 292 288 305 301 273 	378 	347 347 503 413 345 1728 324 335 377 377 302 302 302 295 291 308 304 276 	400 	49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 	31 
ENST00000251303 ENST00000563995 	ENST00000568556 	85 53 	26 	85 53 	26 	53 53 	52 
ENST00000429775 	ENST00000514253 	272 	452 	272 	452 	53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	404 	182 182 	404 	53 53 	53 
ENST00000572705 ENST00000399759 ENST00000571088 ENST00000399756 ENST00000174621 	ENST00000264515 ENST00000367164 	3316 3242 3255 3568 3325 	4090 3976 	3316 3242 3255 3568 3325 	4090 3976 	53 53 53 53 53 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	186 186 	402 	186 186 	402 	52 52 	53 
ENST00000392385 ENST00000551944 ENST00000604604 ENST00000261200 ENST00000392857 ENST00000229465 ENST00000295025 ENST00000600751 	ENST00000550534 ENST00000550321 	1046 3198 1170 7349 5390 966 8796 2492 	609 605 	1066 3218 1190 7369 5410 986 8816 2512 	609 605 	33 33 33 33 33 33 33 33 	53 53 
ENST00000415930 ENST00000588991 ENST00000356487 ENST00000586425 ENST00000589985 	ENST00000445125 	1016 858 1054 838 1061 	436 	1016 858 1054 838 1061 	443 	53 53 53 53 53 	35 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	53 
ENST00000498161 ENST00000435241 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	ENST00000449131 	341 364 225 223 365 341 	3757 	341 364 225 223 365 341 	3757 	53 53 53 53 53 53 	53 
ENST00000514919 	ENST00000506216 	198 	1707 	198 	1726 	53 	32 
ENST00000434913 	ENST00000449131 	245 	4128 	245 	4128 	52 	52 
ENST00000425466 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 ENST00000389400 	ENST00000604922 	531 533 541 529 515 559 	210 	531 533 541 529 515 559 	210 	53 53 53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000482905 ENST00000488289 ENST00000473808 ENST00000397467 ENST00000568122 	ENST00000515262 	123 313 148 105 45 33 33 34 33 56 33 56 33 33 56 33 33 33 33 33 33 	157 	123 313 148 105 45 33 33 34 33 56 33 56 33 33 56 33 33 33 33 33 33 	157 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000450676 	ENST00000449131 	244 	4164 	244 	4164 	49 	53 
ENST00000514057 	ENST00000373059 ENST00000401070 ENST00000401069 	479 	1946 2078 2525 	479 	1946 2078 2525 	52 	53 53 53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4213 	99 97 239 	4213 	53 53 53 	53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	362 386 387 362 	3768 	362 386 387 362 	3768 	53 53 53 53 	53 
ENST00000533011 	ENST00000396403 ENST00000450253 	27 	5247 7465 	27 	5247 7465 	53 	32 32 
ENST00000507623 ENST00000380638 	ENST00000463943 	202 202 	408 	202 202 	408 	53 53 	53 
ENST00000546654 	ENST00000564755 	104 	187 	104 	187 	53 	52 
ENST00000398295 	ENST00000461526 	458 	456 	458 	456 	45 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000520547 	ENST00000570780 ENST00000391950 	406 	1151 1168 	406 	1151 1168 	52 	53 53 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 ENST00000550811 	ENST00000549554 	592 140 116 134 578 	273 	601 149 125 143 587 	287 	44 44 44 44 44 	39 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	166 208 234 110 	281 281 281 	166 208 234 110 	281 281 281 	53 53 53 53 	53 53 53 
ENST00000532462 ENST00000544180 ENST00000216392 ENST00000532107 	ENST00000373059 ENST00000401070 ENST00000401069 	2213 2138 2493 336 	1933 2065 2512 	2213 2138 2493 336 	1933 2065 2512 	53 53 53 53 	53 53 53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	357 380 375 381 382 380 357 	3794 	357 380 375 381 382 380 357 	3794 	53 53 53 53 53 53 53 	53 
ENST00000337755 ENST00000523108 ENST00000520918 ENST00000521305 ENST00000520134 ENST00000519616 	ENST00000506042 ENST00000514093 ENST00000376929 	1080 193 197 642 198 410 	80 70 90 	1080 193 197 642 198 410 	88 78 98 	52 52 52 52 52 52 	42 42 42 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 516 518 518 546 518 518 	211 	520 528 516 518 518 546 518 518 	211 	53 53 53 53 53 53 53 53 	53 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	15 	299 269 269 261 269 	15 	53 53 53 53 53 	53 
ENST00000607367 	ENST00000418663 ENST00000450661 	151 	737 736 	151 	737 736 	53 	53 53 
ENST00000405547 	ENST00000241527 ENST00000488567 ENST00000455202 	4024 	4154 3589 2382 	4024 	4154 3589 2382 	53 	53 53 53 
ENST00000503291 ENST00000360515 ENST00000505065 ENST00000395246 	ENST00000361567 	1111 1093 1877 990 	206 	1111 1093 1877 990 	206 	52 52 52 52 	53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	425 376 	1109 1126 	425 376 	1109 1126 	53 53 	52 52 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 ENST00000550811 	ENST00000549554 	595 143 119 137 581 	271 	595 143 119 137 581 	271 	53 53 53 53 53 	53 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 384 385 386 361 	3744 	361 384 385 386 361 	3744 	53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	191 191 	395 	191 191 	395 	53 53 	51 
ENST00000527304 ENST00000378815 ENST00000493763 ENST00000304734 ENST00000589056 ENST00000489268 ENST00000605242 ENST00000263035 ENST00000552700 ENST00000427635 ENST00000299565 ENST00000551825 ENST00000222803 ENST00000507651 	ENST00000523952 ENST00000380620 ENST00000446190 ENST00000376625 ENST00000520176 	5370 1806 1929 1193 501 1998 55 4317 103 1761 2161 1479 1433 640 	209 6500 2996 2786 1438 	5380 1816 1939 1203 511 2008 65 4327 113 1771 2171 1489 1443 650 	226 6517 3013 2803 1455 	34 34 34 34 34 34 34 34 34 34 34 34 34 34 	36 36 36 36 36 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000361567 	1697 1698 1698 1698 1802 1698 1703 1697 1698 1703 1698 1698 1698 1698 	1676 	1697 1698 1698 1698 1802 1698 1703 1697 1698 1703 1698 1698 1698 1698 	1676 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000425466 ENST00000461022 ENST00000411660 	ENST00000604922 	609 633 611 	329 	609 633 611 	338 	52 52 52 	44 
ENST00000497322 ENST00000483598 ENST00000310055 ENST00000439896 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000426791 	1723 18 137 137 135 137 1912 128 	424 424 	1723 18 137 137 135 137 1912 128 	424 424 	52 52 52 52 52 52 52 52 	53 53 
ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	336 169 202 200 341 541 341 373 341 	3794 	336 169 202 200 341 541 341 373 341 	3794 	53 53 53 53 53 53 53 53 53 	53 
ENST00000521785 	ENST00000382038 	237 	937 	237 	937 	52 	52 
ENST00000303334 ENST00000394037 ENST00000543856 	ENST00000436901 	3608 3591 2900 	792 	3608 3591 2900 	794 	38 38 38 	33 
ENST00000586778 ENST00000589919 	ENST00000586622 	535 269 	243 	535 269 	243 	52 52 	53 
ENST00000498161 ENST00000434913 ENST00000517577 ENST00000599364 	ENST00000449131 	216 237 238 216 	4158 	216 237 238 216 	4164 	40 40 40 40 	46 
ENST00000375030 ENST00000529271 ENST00000550977 ENST00000604604 ENST00000552937 ENST00000525705 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	ENST00000538183 	557 398 1029 139 70 350 70 70 70 70 70 	8379 	557 398 1029 139 70 350 70 70 70 70 70 	8383 	43 43 43 43 43 43 43 43 43 43 43 	33 
ENST00000245414 	ENST00000341761 ENST00000374193 	2970 	3954 3970 	2970 	3954 3970 	52 	37 37 
ENST00000475608 	ENST00000592379 	362 	56 	362 	56 	53 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	ENST00000604922 	535 537 411 537 545 533 519 	184 	535 537 411 537 545 533 519 	184 	53 53 53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	174 174 	419 	174 174 	419 	52 52 	51 
ENST00000593729 	ENST00000449223 	103 	169 	103 	169 	53 	53 
ENST00000438163 ENST00000463545 	ENST00000420470 	1660 1450 	4472 	1660 1450 	4472 	51 51 	53 
ENST00000535011 ENST00000249364 ENST00000479257 ENST00000535623 	ENST00000371697 	348 298 1051 1163 	1740 	348 298 1051 1163 	1755 	50 50 50 50 	31 
ENST00000434913 	ENST00000449131 	240 	4151 	240 	4151 	52 	52 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000295025 	ENST00000476149 ENST00000476192 ENST00000497426 ENST00000474698 	2919 3463 2400 9062 	2188 4495 4495 4494 	2919 3463 2400 9062 	2196 4503 4503 4502 	53 53 53 53 	44 44 44 44 
ENST00000403712 ENST00000463865 ENST00000403657 ENST00000473104 ENST00000405430 ENST00000356150 ENST00000403658 ENST00000468321 ENST00000479739 ENST00000431160 ENST00000471948 ENST00000488979 ENST00000475027 ENST00000454318 ENST00000402632 ENST00000415368 	ENST00000484125 	67 327 1741 792 396 100 47 1691 642 16 791 45 47 61 203 361 	436 	67 327 1741 792 396 100 47 1691 642 16 791 45 47 61 203 361 	436 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000389698 ENST00000307138 ENST00000382366 ENST00000553892 ENST00000554652 ENST00000258840 ENST00000443361 	ENST00000420788 	3076 3154 2823 2826 2345 3217 2811 	105 	3076 3154 2823 2826 2345 3217 2811 	108 	51 51 51 51 51 51 51 	33 
ENST00000546654 	ENST00000564755 	76 	194 	91 	194 	38 	40 
ENST00000517577 	ENST00000449131 	227 	4164 	227 	4164 	53 	53 
ENST00000464206 ENST00000476040 ENST00000472225 	ENST00000587223 ENST00000308095 ENST00000482457 ENST00000357880 ENST00000436592 ENST00000312734 ENST00000452318 ENST00000480262 ENST00000547348 ENST00000443807 ENST00000343435 ENST00000559697 ENST00000560989 ENST00000498289 ENST00000439473 ENST00000438364 ENST00000411491 ENST00000312132 ENST00000446373 	411 569 179 	358 381 381 361 361 412 361 333 710 296 353 346 325 349 1903 1759 1848 2196 1961 	411 569 179 	365 388 388 368 368 419 368 340 717 303 360 353 332 356 1910 1766 1855 2203 1968 	53 53 53 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 
ENST00000584985 	ENST00000246672 	1885 	2426 	1885 	2433 	53 	46 
ENST00000368069 ENST00000241704 	ENST00000469535 	4446 4571 	5081 	4446 4571 	5095 	52 52 	39 
ENST00000372733 ENST00000537976 	ENST00000245185 ENST00000563985 ENST00000562017 ENST00000561491 	645 506 	411 26 15 4 	645 506 	424 39 28 17 	52 52 	39 39 39 39 
ENST00000492382 ENST00000471785 ENST00000462315 	ENST00000296161 ENST00000383661 	199 188 261 	215 26 	199 188 261 	215 26 	52 52 52 	53 53 
ENST00000549920 ENST00000084795 ENST00000552588 ENST00000549370 ENST00000549273 ENST00000550973 	ENST00000420788 	641 252 199 273 282 813 	103 	641 252 199 273 282 813 	108 	52 52 52 52 52 52 	33 
ENST00000574872 	ENST00000519266 ENST00000520221 	666 	177 17 	666 	189 29 	52 	40 40 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	711 194 	177 17 	711 194 	177 17 	48 48 	52 52 
ENST00000274242 	ENST00000330636 	3134 	4315 	3134 	4315 	51 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	395 	187 187 	395 	53 53 	51 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1837 	595 443 	1837 	34 34 	53 
ENST00000389400 ENST00000411660 	ENST00000604922 	627 601 	227 	627 601 	227 	53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	195 195 	419 	195 195 	419 	53 53 	51 
ENST00000323496 	ENST00000463943 	258 	426 	277 	427 	33 	50 
ENST00000321521 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000559122 ENST00000359242 ENST00000294678 ENST00000406053 ENST00000356189 ENST00000609084 	7798 6338 319 5102 3538 7186 1349 1225 6781 1030 1030 	138 3939 3916 2311 564 862 	7798 6338 319 5102 3538 7186 1349 1225 6781 1030 1030 	159 3960 3937 2332 585 883 	52 52 52 52 52 52 52 52 52 52 52 	31 31 31 31 31 31 
ENST00000507623 ENST00000380638 	ENST00000463943 	202 202 	401 	202 202 	401 	53 53 	53 
ENST00000238831 	ENST00000546474 	11326 	7600 	11334 	7603 	37 	33 
ENST00000331825 	ENST00000526005 ENST00000533290 ENST00000430070 ENST00000395288 	208 	1597 2233 1555 1614 	212 	1597 2233 1555 1614 	49 	53 53 53 53 
ENST00000610020 	ENST00000358637 	6452 	1463 	6456 	1478 	39 	34 
ENST00000299308 	ENST00000298875 	8649 	4837 	8649 	4855 	38 	34 
ENST00000507623 ENST00000380638 	ENST00000463943 	184 184 	398 	184 184 	398 	53 53 	53 
ENST00000560829 ENST00000380285 ENST00000261889 ENST00000559844 ENST00000561026 ENST00000559961 	ENST00000373823 ENST00000373818 ENST00000373807 ENST00000373806 ENST00000545652 ENST00000436847 ENST00000394353 ENST00000449733 ENST00000412819 ENST00000341272 ENST00000373808 	1257 1282 1366 1359 1150 612 	2406 1723 1856 15 1680 1792 1783 1833 1800 1721 1628 	1257 1282 1366 1359 1150 612 	2425 1742 1875 34 1699 1811 1802 1852 1819 1740 1647 	53 53 53 53 53 53 	33 33 33 33 33 33 33 33 33 33 33 
ENST00000484163 ENST00000497953 	ENST00000233025 	159 131 	38 	179 151 	38 	33 33 	52 
ENST00000496942 ENST00000482969 ENST00000497738 	ENST00000463826 ENST00000393310 ENST00000296464 ENST00000245414 ENST00000572659 ENST00000262715 ENST00000555008 ENST00000468287 ENST00000542843 ENST00000527427 ENST00000309955 ENST00000289292 ENST00000483955 ENST00000376020 ENST00000436928 ENST00000600820 ENST00000296506 ENST00000597695 ENST00000595607 ENST00000315849 ENST00000533870 ENST00000464213 ENST00000283426 ENST00000433351 ENST00000491535 ENST00000554087 ENST00000310045 ENST00000274629 ENST00000522936 ENST00000517381 ENST00000264968 ENST00000393487 ENST00000355285 ENST00000439326 ENST00000435033 ENST00000591755 ENST00000589644 ENST00000601711 ENST00000593612 ENST00000359102 ENST00000226951 ENST00000515667 ENST00000307635 ENST00000586426 ENST00000529181 ENST00000555369 ENST00000546474 ENST00000601085 ENST00000600171 ENST00000597854 ENST00000330292 	2168 1513 1498 	2450 3230 6182 2710 7119 8493 6459 1909 1910 1965 5986 5931 600 9226 84 3361 2713 1782 2123 1853 3273 5514 5040 3683 2870 1189 7119 1891 58 58 3266 3216 3318 5161 2092 833 1738 103 116 66 2068 1128 1557 1554 877 1525 12087 5931 9226 600 2680 	2168 1513 1498 	2470 3250 6202 2730 7139 8513 6479 1929 1930 1985 6006 5951 620 9246 104 3381 2733 1802 2143 1873 3293 5534 5060 3703 2890 1209 7139 1911 78 78 3286 3236 3338 5181 2112 853 1758 123 136 86 2088 1148 1577 1574 897 1545 12107 5951 9246 620 2700 	53 53 53 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
