ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000238738 	ENST00000372899 ENST00000372901 ENST00000372883 	1378 	5038 5038 3619 	1378 	5038 5038 3619 	51 	53 53 53 
ENST00000560723 	ENST00000559556 	419 	917 	419 	917 	52 	40 
ENST00000514253 	ENST00000510019 	443 	199 	443 	199 	53 	52 
ENST00000594552 	ENST00000589528 	936 	331 	936 	331 	52 	50 
ENST00000521576 ENST00000297798 ENST00000411432 	ENST00000567973 	289 289 3589 	203 	296 296 3596 	203 	46 46 46 	53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3417 	787 338 171 204 202 343 343 375 343 	3417 	787 338 171 204 202 343 343 375 343 	51 	53 53 53 53 53 53 53 53 53 
ENST00000419932 	ENST00000497317 ENST00000295682 ENST00000471891 ENST00000482246 ENST00000490672 	147 	6 85 3 20 57 	152 	20 99 17 34 71 	38 	39 39 39 39 39 
ENST00000570780 ENST00000391950 	ENST00000520547 	1118 1135 	293 	1118 1135 	293 	53 53 	52 
ENST00000361681 	ENST00000361567 	447 	1752 	447 	1752 	53 	53 
ENST00000262866 	ENST00000558530 	2625 	843 	2625 	843 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	80 23 	376 	80 23 	53 	50 50 
ENST00000534030 	ENST00000530320 	415 	494 	415 	494 	53 	53 
ENST00000568450 ENST00000312828 ENST00000395526 ENST00000588679 ENST00000491976 ENST00000513943 ENST00000545712 	ENST00000204961 	609 4251 2505 459 609 2117 1492 	2412 	609 4251 2505 459 609 2117 1492 	2412 	38 38 38 38 38 38 38 	53 
ENST00000592379 	ENST00000475608 	74 	37 	74 	37 	53 	52 
ENST00000514253 	ENST00000511844 	496 	123 	496 	136 	53 	39 
ENST00000570780 ENST00000391950 	ENST00000441206 	1098 1115 	170 	1098 1115 	170 	53 53 	53 
ENST00000320934 	ENST00000525531 ENST00000529622 	4432 	834 423 	4432 	834 423 	53 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3491 	807 340 363 358 224 222 364 563 363 395 363 340 	3492 	807 340 363 358 224 222 364 563 363 395 363 340 	52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3492 	804 337 355 221 219 361 560 360 392 360 337 	3492 	804 337 355 221 219 361 560 360 392 360 337 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	283 214 	151 161 206 	283 214 	151 161 206 	53 53 	52 52 52 
ENST00000488166 ENST00000379286 ENST00000342308 	ENST00000536719 ENST00000609129 	180 338 165 	1871 4177 	180 338 165 	1881 4187 	32 32 32 	42 42 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3004 2905 2659 	243 	3004 2905 2659 	243 	53 53 53 	53 
ENST00000502413 	ENST00000309733 ENST00000489060 	329 	7603 2647 	332 	7620 2664 	41 	36 36 
ENST00000593238 	ENST00000265498 ENST00000506797 	101 	104 37 	101 	104 37 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3477 	786 337 170 203 201 342 542 342 374 342 	3477 	786 337 170 203 201 342 542 342 374 342 	53 	52 52 52 52 52 52 52 52 52 52 
ENST00000508814 	ENST00000510210 ENST00000512493 	283 	225 235 	283 	225 235 	53 	52 52 
ENST00000529415 ENST00000533758 	ENST00000528528 	502 516 	1316 	502 516 	1316 	53 53 	53 
ENST00000392237 ENST00000358299 ENST00000554677 ENST00000423772 ENST00000469840 ENST00000527424 ENST00000240159 ENST00000534961 ENST00000319073 ENST00000525065 ENST00000274629 ENST00000436584 ENST00000598473 ENST00000607597 ENST00000411678 	ENST00000284878 ENST00000458078 ENST00000528017 ENST00000251269 ENST00000398738 ENST00000543600 ENST00000378268 ENST00000467201 ENST00000524419 ENST00000375943 ENST00000483979 ENST00000571626 ENST00000605421 ENST00000551929 ENST00000551385 	3044 3260 579 371 277 1754 1844 1986 1682 352 1935 882 433 49 2205 	4352 2362 1078 2374 1739 1730 328 1329 469 2313 842 842 66 46 46 	3044 3260 579 371 277 1754 1844 1986 1682 352 1935 882 433 49 2205 	4352 2362 1078 2374 1739 1730 328 1329 469 2313 842 842 66 46 46 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000220058 ENST00000558460 ENST00000486832 ENST00000328664 ENST00000478158 ENST00000452360 ENST00000594104 ENST00000437048 ENST00000372806 ENST00000499879 	ENST00000529596 	1336 1325 119 2209 867 1632 765 3060 4659 4442 	14 	1336 1325 119 2209 867 1632 765 3060 4659 4442 	14 	53 53 53 53 53 53 53 53 53 53 	36 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4145 	112 110 312 112 112 	4145 	112 110 312 112 112 	53 	53 53 53 53 53 
ENST00000515098 ENST00000513162 	ENST00000502263 ENST00000514354 ENST00000511078 ENST00000510363 ENST00000335274 	3262 4020 	20 226 238 228 161 	3262 4020 	20 226 238 228 161 	53 53 	52 52 52 52 52 
ENST00000508814 	ENST00000510019 	306 	241 	306 	241 	53 	53 
ENST00000592379 	ENST00000437246 	56 	77 	56 	77 	53 	53 
ENST00000592379 	ENST00000582736 	41 	119 	41 	119 	53 	53 
ENST00000508814 ENST00000514253 	ENST00000510019 	301 232 	226 	301 232 	226 	53 53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	83 26 	364 	83 26 	52 	50 50 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3437 	826 359 382 377 383 384 382 359 	3437 	826 359 382 377 383 384 382 359 	53 	53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	349 	79 22 	349 	79 22 	51 	51 51 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	218 43 	443 	218 43 	53 	53 53 
ENST00000497650 	ENST00000459680 	215 	312 	215 	312 	53 	53 
ENST00000514253 	ENST00000511844 	492 	66 	492 	66 	53 	52 
ENST00000425015 	ENST00000591724 	2065 	71 	2065 	71 	53 	51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3067 2968 2722 	319 	3067 2968 2722 	319 	53 53 53 	52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4139 	50 69 71 50 	4140 	50 69 71 50 	52 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3418 	809 342 365 360 226 224 366 365 397 365 342 	3418 	809 342 365 360 226 224 366 365 397 365 342 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000580201 	ENST00000295240 ENST00000392663 ENST00000472667 	110 	1981 1613 1376 	110 	1981 1613 1376 	53 	50 50 50 
ENST00000281382 	ENST00000557531 ENST00000437982 ENST00000449922 ENST00000415552 ENST00000555758 	1099 	34 452 452 491 452 	1099 	34 452 452 491 452 	53 	50 50 50 50 50 
ENST00000449131 	ENST00000532601 ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3347 	429 809 342 365 360 226 224 366 365 397 365 342 	3347 	429 809 342 365 360 226 224 366 365 397 365 342 	52 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3469 	798 331 349 215 213 554 354 386 354 331 	3469 	798 331 349 215 213 554 354 386 354 331 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000344922 ENST00000344441 	ENST00000340020 ENST00000474863 	7992 7976 	2976 4018 	7992 7976 	2976 4018 	52 52 	32 32 
ENST00000592379 	ENST00000582736 	33 	132 	33 	132 	53 	52 
ENST00000361567 ENST00000511037 	ENST00000361681 	1764 1764 	475 	1764 1764 	475 	48 48 	50 
ENST00000372037 ENST00000379562 ENST00000526038 	ENST00000461769 ENST00000493100 ENST00000257189 ENST00000307792 ENST00000560440 ENST00000526185 	4253 5366 1237 	441 278 3575 6263 2544 1510 	4253 5366 1237 	441 278 3575 6263 2544 1510 	53 53 53 	52 52 52 52 52 52 
ENST00000473728 	ENST00000463733 	442 	1268 	442 	1271 	53 	50 
ENST00000514253 	ENST00000510019 	471 	230 	471 	230 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	797 330 348 214 212 553 353 385 353 330 	3482 	797 330 348 214 212 553 353 385 353 330 	52 	50 50 50 50 50 50 50 50 50 50 
ENST00000493997 	ENST00000484909 ENST00000497723 ENST00000442390 ENST00000494927 ENST00000601467 ENST00000429719 ENST00000570439 ENST00000492077 ENST00000557650 	6163 	435 348 130 88 194 2113 4111 693 643 	6170 	435 348 130 88 194 2113 4111 693 643 	43 	37 37 37 37 37 37 37 37 37 
ENST00000377627 	ENST00000377573 	1875 	1660 	1875 	1678 	51 	35 
ENST00000526743 	ENST00000534706 	1688 	685 	1688 	685 	53 	53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4146 	45 66 45 	4146 	45 66 45 	52 	52 52 52 
ENST00000368262 ENST00000368261 	ENST00000309775 	156 156 	169 	156 156 	169 	49 49 	51 
ENST00000587986 	ENST00000275493 	2465 	8497 	2481 	8497 	34 	53 
ENST00000562621 ENST00000575112 ENST00000592222 	ENST00000470462 	1154 2268 2268 	381 	1166 2280 2280 	400 	41 41 41 	34 
ENST00000522754 	ENST00000466801 ENST00000448874 ENST00000409321 ENST00000409115 ENST00000341369 ENST00000468027 ENST00000481928 ENST00000409683 ENST00000410064 ENST00000412128 ENST00000467816 	1035 	441 313 297 350 346 329 799 323 628 265 324 	1035 	441 313 297 350 346 329 799 323 628 265 324 	36 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000295851 	ENST00000368491 ENST00000434604 ENST00000368488 	13237 	2036 1490 1490 	13237 	2036 1490 1490 	53 	53 53 53 
ENST00000281772 	ENST00000354506 	4625 	2270 	4625 	2270 	53 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 	4169 	113 111 	4169 	113 111 	53 	53 53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000459839 ENST00000492555 	7856 2090 599 	1553 1918 	7856 2090 599 	1553 1918 	53 53 53 	53 53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000462261 ENST00000459839 ENST00000492555 ENST00000469616 	7829 2063 572 	1425 1514 1879 381 	7829 2063 572 	1425 1514 1879 381 	53 53 53 	53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	231 182 	1149 1166 	231 182 	52 52 	52 52 
ENST00000308511 	ENST00000519863 	4795 	463 	4795 	463 	53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	349 	80 23 	349 	80 23 	51 	50 50 
ENST00000493423 ENST00000290208 ENST00000414011 ENST00000423147 ENST00000556227 ENST00000579014 ENST00000597777 ENST00000370693 ENST00000536349 ENST00000540391 ENST00000535028 ENST00000480100 ENST00000368608 ENST00000436137 ENST00000492088 ENST00000265732 ENST00000481551 ENST00000589291 ENST00000375190 ENST00000589966 ENST00000395176 ENST00000375120 ENST00000574873 	ENST00000263035 	1601 462 100 238 1025 1590 375 3204 2415 1307 1278 502 2054 908 798 1360 3240 44 1787 1039 1552 4911 1552 	4389 	1601 462 100 238 1025 1590 375 3204 2415 1307 1278 502 2054 908 798 1360 3240 44 1787 1039 1552 4911 1552 	4389 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000396165 	ENST00000369839 ENST00000351396 	80 	1216 1216 	80 	1216 1216 	53 	52 52 
ENST00000429412 ENST00000546113 	ENST00000566753 	2114 2114 	670 	2114 2114 	670 	43 43 	53 
ENST00000514253 	ENST00000510019 	474 	191 	474 	191 	53 	53 
ENST00000276079 ENST00000373856 ENST00000535149 	ENST00000524782 ENST00000426335 	35 28 426 	2266 1655 	35 28 426 	2266 1655 	53 53 53 	33 33 
ENST00000560723 	ENST00000559556 	430 	866 	430 	866 	52 	52 
ENST00000304189 	ENST00000605528 ENST00000344700 	202 	297 280 	203 	297 280 	52 	53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4143 	105 307 107 107 	4143 	105 307 107 107 	53 	52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3470 	826 359 382 377 383 384 382 359 	3470 	826 359 382 377 383 384 382 359 	51 	53 53 53 53 53 53 53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	378 378 	1047 	378 378 	1047 	53 53 	52 
ENST00000361681 	ENST00000361567 	447 	1743 	447 	1743 	53 	53 
ENST00000314595 	ENST00000514062 ENST00000537922 	3692 	196 703 	3692 	196 703 	53 	52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1109 1126 	276 	1109 1126 	276 	53 53 	52 
ENST00000217455 ENST00000461272 ENST00000488679 	ENST00000472219 ENST00000491381 ENST00000372542 	1097 1131 959 	1746 1495 1712 	1097 1131 959 	1746 1495 1712 	52 52 52 	53 53 53 
ENST00000564419 	ENST00000570054 	305 	520 	305 	520 	52 	52 
ENST00000482825 ENST00000561294 	ENST00000498193 ENST00000533529 	1175 1116 	3644 278 	1175 1116 	3644 278 	53 53 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4128 	79 81 	4128 	79 81 	52 	52 52 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	228 53 	443 	228 53 	53 	53 53 
ENST00000314675 	ENST00000319041 	2071 	613 	2071 	613 	53 	51 
ENST00000463943 	ENST00000507623 ENST00000380638 	405 	57 57 	405 	57 57 	53 	52 52 
ENST00000587552 ENST00000360614 ENST00000590558 ENST00000585374 ENST00000593119 ENST00000540670 	ENST00000579649 ENST00000394580 	2763 3183 2832 2830 2866 2950 	393 500 	2774 3194 2843 2841 2877 2961 	393 500 	41 41 41 41 41 41 	52 52 
ENST00000570630 ENST00000448504 	ENST00000534447 	3809 3809 	2942 	3809 3809 	2942 	52 52 	33 
ENST00000361681 	ENST00000361567 	386 	1760 	386 	1760 	53 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	97 95 237 	3744 	97 95 237 	53 	53 53 53 
ENST00000482786 ENST00000420164 ENST00000306465 ENST00000412717 ENST00000519180 	ENST00000489471 ENST00000473428 	597 328 803 610 593 	767 607 	597 328 803 610 593 	767 607 	53 53 53 53 53 	52 52 
ENST00000555260 ENST00000553901 	ENST00000553273 ENST00000261475 ENST00000554222 ENST00000557217 ENST00000554899 ENST00000554265 ENST00000557773 ENST00000555630 ENST00000554488 ENST00000554563 ENST00000555644 ENST00000557278 ENST00000553282 ENST00000556254 	594 3260 	161 333 347 537 -6 10 10 34 6 -10 333 373 8 -1 	594 3260 	174 346 360 550 7 23 23 47 19 3 346 386 21 12 	40 40 	40 40 40 40 40 40 40 40 40 40 40 40 40 40 
ENST00000514253 	ENST00000510019 ENST00000511844 	446 	156 115 	446 	156 115 	52 	53 53 
ENST00000273075 ENST00000535853 	ENST00000338758 	2336 1785 	2327 	2336 1785 	2327 	33 33 	53 
ENST00000347053 	ENST00000485846 	4346 	2293 	4346 	2293 	52 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	87 30 	381 	87 30 	53 	50 50 
ENST00000514253 	ENST00000511844 	493 	80 	493 	80 	53 	53 
ENST00000589856 	ENST00000530958 	926 	3658 	946 	3672 	33 	39 
ENST00000353047 ENST00000434271 	ENST00000358869 	3463 3447 	2530 	3463 3447 	2530 	53 53 	52 
ENST00000549591 	ENST00000377705 	1832 	3052 	1843 	3052 	31 	37 
ENST00000449131 	ENST00000492727 ENST00000450676 	4147 	79 81 	4147 	79 81 	53 	52 52 
ENST00000381007 	ENST00000562865 ENST00000395863 ENST00000394848 ENST00000393939 	2758 	4376 2762 1585 4376 	2779 	4376 2762 1585 4376 	32 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	104 63 	484 	104 63 	53 	51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3492 	797 330 348 214 212 553 353 385 353 330 	3492 	797 330 348 214 212 553 353 385 353 330 	53 	50 50 50 50 50 50 50 50 50 50 
ENST00000562824 ENST00000563088 	ENST00000564370 	928 995 	813 	928 995 	813 	52 52 	53 
ENST00000372487 	ENST00000557636 ENST00000298832 ENST00000556893 ENST00000554510 ENST00000557219 ENST00000554972 	2528 	3896 3841 2359 2282 80 4 	2535 	3896 3841 2359 2282 80 4 	31 	53 53 53 53 53 53 
ENST00000321521 ENST00000264065 ENST00000463137 	ENST00000392385 ENST00000295025 	8055 7242 4566 	987 8737 	8076 7263 4587 	987 8737 	32 32 32 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000584259 ENST00000383578 ENST00000319815 	ENST00000323250 	3624 1472 2088 	452 	3624 1472 2088 	452 	52 52 52 	53 
ENST00000397551 ENST00000442218 ENST00000551301 ENST00000557452 	ENST00000530755 	1477 1023 1012 400 	2459 	1477 1023 1012 400 	2473 	39 39 39 39 	39 
ENST00000570780 ENST00000391950 	ENST00000520547 	1119 1136 	292 	1119 1136 	292 	53 53 	53 
ENST00000412368 ENST00000567120 ENST00000565302 ENST00000568689 ENST00000609261 ENST00000568313 ENST00000293882 ENST00000454700 	ENST00000566181 	1436 1603 1400 1424 1331 756 1526 1436 	456 	1436 1603 1400 1424 1331 756 1526 1436 	456 	53 53 53 53 53 53 53 53 	53 
ENST00000526743 	ENST00000534706 	1852 	659 	1852 	659 	53 	53 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000409562 ENST00000264663 ENST00000550977 ENST00000229465 	6558 4031 6363 344 5127 3563 7211 1874 1503 15405 1250 6806 1055 1055 	2994 5706 2238 1143 	6558 4031 6363 344 5127 3563 7211 1874 1503 15405 1250 6806 1055 1055 	2994 5706 2238 1143 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	36 36 36 36 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1104 1121 	193 144 	1104 1121 	193 144 	53 53 	53 53 
ENST00000473880 	ENST00000512183 ENST00000338148 ENST00000465432 	3172 	818 854 563 	3186 	818 854 563 	39 	53 53 53 
ENST00000500576 	ENST00000280612 ENST00000409359 ENST00000355407 	468 	3228 4608 1717 	469 	3228 4608 1717 	32 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	354 	80 23 	354 	80 23 	53 	50 50 
ENST00000559989 	ENST00000539808 ENST00000559807 ENST00000559375 ENST00000557956 ENST00000558178 ENST00000559121 	3361 	109 139 215 203 109 139 	3361 	109 139 215 203 109 139 	53 	53 53 53 53 53 53 
ENST00000321945 ENST00000475656 	ENST00000455300 ENST00000597201 	2594 2449 	314 314 	2594 2449 	314 314 	53 53 	52 52 
ENST00000306480 	ENST00000357618 	3632 	3108 	3635 	3108 	34 	31 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3470 	781 332 165 198 196 337 537 337 369 337 	3470 	781 332 165 198 196 337 537 337 369 337 	51 	53 53 53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1118 1135 	275 	1118 1135 	275 	53 53 	53 
ENST00000592379 	ENST00000475608 	72 	6 	72 	6 	53 	42 
ENST00000361681 	ENST00000361567 	233 	1724 	234 	1724 	47 	51 
ENST00000514253 	ENST00000510019 	444 	189 	444 	189 	53 	51 
ENST00000463943 	ENST00000335179 ENST00000545072 	354 	79 22 	354 	79 22 	53 	51 51 
ENST00000592379 	ENST00000582736 ENST00000475608 	41 	52 37 	41 	52 37 	53 	52 52 
ENST00000568604 	ENST00000489294 ENST00000282169 ENST00000545294 	2434 	1211 1634 831 	2435 	1211 1634 831 	52 	51 51 51 
ENST00000295065 ENST00000549235 ENST00000556292 ENST00000489047 	ENST00000301981 ENST00000461251 	3501 264 307 3148 	2355 2070 	3501 264 307 3148 	2355 2070 	53 53 53 53 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	103 101 243 	3744 	103 101 243 	53 	52 52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2249 2150 1904 	231 	2249 2150 1904 	231 	52 52 52 	51 
ENST00000418655 	ENST00000331789 ENST00000425660 ENST00000462494 	855 	1308 1241 1641 	867 	1308 1241 1641 	36 	52 52 52 
ENST00000587935 	ENST00000579815 	122 	538 	122 	538 	51 	50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2323 2224 1978 	194 323 	2323 2224 1978 	194 323 	53 53 53 	53 53 
ENST00000418663 ENST00000450661 	ENST00000465622 ENST00000465316 ENST00000479426 ENST00000425250 ENST00000487513 ENST00000458593 ENST00000463686 ENST00000436777 ENST00000481372 ENST00000479567 ENST00000477385 ENST00000497104 ENST00000436403 ENST00000443951 ENST00000420874 ENST00000450075 ENST00000552339 ENST00000495638 ENST00000495740 ENST00000488695 ENST00000498185 ENST00000415323 ENST00000450323 ENST00000440987 ENST00000421926 ENST00000551865 ENST00000478491 ENST00000461880 ENST00000494816 ENST00000480912 ENST00000395728 ENST00000375528 ENST00000375530 ENST00000375537 ENST00000470058 ENST00000465456 ENST00000466693 ENST00000400006 ENST00000469681 ENST00000400008 ENST00000383372 ENST00000383373 ENST00000550866 ENST00000469160 ENST00000429506 ENST00000450229 ENST00000497361 ENST00000478077 ENST00000471633 ENST00000428442 ENST00000420930 ENST00000547244 ENST00000495830 ENST00000478629 ENST00000478205 ENST00000467139 ENST00000446303 ENST00000427405 ENST00000454705 ENST00000420336 ENST00000546877 	749 748 	772 1080 2291 2349 2370 2247 2349 2247 772 1080 2291 3174 3384 3302 3111 3220 2676 772 1080 2291 3195 3384 3302 3111 3220 2676 772 1080 2291 3195 3384 3302 3111 3220 772 1080 2291 3384 3710 3302 3111 3235 2676 1080 3220 3111 3195 2291 772 3302 3384 2676 772 1080 2291 3195 3384 3302 3111 3220 2676 	749 748 	772 1080 2291 2349 2370 2247 2349 2247 772 1080 2291 3174 3384 3302 3111 3220 2676 772 1080 2291 3195 3384 3302 3111 3220 2676 772 1080 2291 3195 3384 3302 3111 3220 772 1080 2291 3384 3710 3302 3111 3235 2676 1080 3220 3111 3195 2291 772 3302 3384 2676 772 1080 2291 3195 3384 3302 3111 3220 2676 	52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
